,Price,Original_Price,Off(%),Rating,Reviews,Free_shipping,Best_seller,Expensive
4639,40.0,40.0,0.0,5.0,1060.0,Yes,No,B10and100
4640,15.0,15.0,0.0,4.0,386.0,Yes,No,B10and100
4641,10.0,10.0,0.0,5.0,1060.0,Yes,No,B10and100
4642,18.95,18.95,0.0,4.8913,594.0,Yes,No,B10and100
4643,10.2,12.0,15.0,4.9635,167.0,No,No,B10and100
4644,12.27,12.27,0.0,5.0,11.0,No,No,B10and100
4645,13.0,13.0,0.0,4.9241,897.0,Yes,No,B10and100
4646,12.0,12.0,0.0,5.0,140.0,Yes,No,B10and100
4647,68.0,68.0,0.0,5.0,192.0,Yes,No,B10and100
4648,100.0,100.0,0.0,4.88,2188.0,Yes,No,B10and100
4649,24.0,24.0,0.0,4.9291,3043.0,No,No,B10and100
4650,14.25,19.0,25.0,5.0,144.0,No,No,B10and100
4651,20.35,20.35,0.0,4.9192,4627.0,No,No,B10and100
4652,15.0,15.0,0.0,4.9753,1921.0,Yes,No,B10and100
4653,15.0,15.0,0.0,,,No,No,B10and100
4654,10.2,17.0,40.0,4.9582,7211.0,No,No,B10and100
4655,15.0,15.0,0.0,4.9753,1921.0,Yes,No,B10and100
4656,18.0,18.0,0.0,4.9632,4418.0,Yes,No,B10and100
4657,29.0,29.0,0.0,5.0,347.0,Yes,No,B10and100
4658,13.0,13.0,0.0,5.0,7718.0,Yes,No,B10and100
4659,10.0,10.0,0.0,4.9333,91.0,Yes,No,B10and100
4660,14.99,14.99,0.0,5.0,553.0,Yes,No,B10and100
4661,46.0,46.0,0.0,4.8661,515.0,Yes,No,B10and100
4662,16.0,16.0,0.0,4.9701,784.0,Yes,No,B10and100
4663,44.99,44.99,0.0,4.9655,1030.0,Yes,No,B10and100
4664,24.0,24.0,0.0,4.9487,1492.0,Yes,No,B10and100
4665,49.95,49.95,0.0,5.0,6.0,No,No,B10and100
4666,100.0,100.0,0.0,5.0,375.0,Yes,No,B10and100
4667,18.0,18.0,0.0,5.0,2474.0,Yes,No,B10and100
4668,12.0,12.0,0.0,,,Yes,No,B10and100
4669,14.99,14.99,0.0,5.0,553.0,Yes,No,B10and100
4670,18.0,18.0,0.0,4.8864,44.0,No,No,B10and100
4671,15.0,15.0,0.0,4.9406,374.0,Yes,No,B10and100
4672,14.95,14.95,0.0,,,Yes,No,B10and100
4673,41.1,41.1,0.0,4.9655,1030.0,Yes,No,B10and100
4674,40.0,40.0,0.0,4.8333,1212.0,Yes,No,B10and100
4675,18.0,18.0,0.0,4.8919,3190.0,Yes,No,B10and100
4676,50.0,50.0,0.0,5.0,918.0,Yes,No,B10and100
4677,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
4678,10.25,10.25,0.0,4.9608,1016.0,No,No,B10and100
4679,15.0,15.0,0.0,5.0,1765.0,Yes,No,B10and100
4680,12.0,12.0,0.0,4.9184,1810.0,Yes,No,B10and100
4681,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
4682,27.92,27.92,0.0,4.962,1083.0,Yes,No,B10and100
4683,12.5,12.5,0.0,4.8333,12.0,No,No,B10and100
4684,12.99,12.99,0.0,4.9091,633.0,No,No,B10and100
4685,18.0,18.0,0.0,4.987,594.0,No,No,B10and100
4686,12.0,12.0,0.0,4.9184,1810.0,Yes,No,B10and100
4687,40.0,40.0,0.0,4.8333,1212.0,Yes,No,B10and100
4688,10.03,10.03,0.0,4.5909,307.0,No,No,B10and100
4689,20.0,20.0,0.0,5.0,3.0,Yes,No,B10and100
4690,10.0,10.0,0.0,5.0,466.0,No,No,B10and100
4691,12.9,12.9,0.0,4.5909,307.0,No,No,B10and100
4692,12.9,12.9,0.0,4.5909,307.0,No,No,B10and100
4693,27.92,27.92,0.0,5.0,139.0,Yes,No,B10and100
4694,58.39,58.39,0.0,4.8718,288.0,Yes,No,B10and100
4695,17.5,17.5,0.0,4.963,2334.0,No,No,B10and100
4696,12.0,12.0,0.0,4.9369,1806.0,Yes,No,B10and100
4697,11.0,11.0,0.0,4.9521,3019.0,Yes,No,B10and100
4698,45.0,45.0,0.0,4.5894,9437.0,Yes,No,B10and100
4699,48.0,60.0,20.0,4.9565,1721.0,Yes,No,B10and100
4700,15.0,15.0,0.0,5.0,2474.0,Yes,No,B10and100
4701,15.0,15.0,0.0,4.8947,906.0,Yes,No,B10and100
4702,27.75,27.75,0.0,4.9146,738.0,No,No,B10and100
4703,96.0,96.0,0.0,5.0,331.0,Yes,No,B10and100
4704,12.0,12.0,0.0,5.0,1348.0,Yes,No,B10and100
4705,12.0,12.0,0.0,4.9286,93.0,No,No,B10and100
4706,35.0,35.0,0.0,5.0,1971.0,Yes,No,B10and100
4707,20.0,20.0,0.0,4.8671,540.0,Yes,No,B10and100
4708,23.0,23.0,0.0,4.8831,1181.0,Yes,No,B10and100
4709,10.0,10.0,0.0,4.587,851.0,Yes,No,B10and100
4710,22.0,22.0,0.0,4.9609,1620.0,No,No,B10and100
4711,21.5,21.5,0.0,4.8893,4752.0,Yes,No,B10and100
4712,10.5,10.5,0.0,4.9871,1246.0,No,No,B10and100
4713,10.0,10.0,0.0,4.8,134.0,No,No,B10and100
4714,15.0,15.0,0.0,5.0,11.0,Yes,No,B10and100
4715,11.93,11.93,0.0,5.0,100.0,No,No,B10and100
4716,29.25,39.0,25.0,5.0,144.0,No,No,B10and100
4717,20.0,20.0,0.0,4.978,6151.0,Yes,No,B10and100
4718,21.53,21.53,0.0,2.3333,166.0,Yes,No,B10and100
4719,15.0,15.0,0.0,4.978,6151.0,Yes,No,B10and100
4720,10.0,10.0,0.0,4.845,521.0,No,No,B10and100
4721,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
4722,20.0,20.0,0.0,4.8824,172.0,Yes,No,B10and100
4723,60.0,60.0,0.0,4.9565,1299.0,Yes,No,B10and100
4724,10.5,10.5,0.0,5.0,130.0,No,No,B10and100
4725,15.0,15.0,0.0,5.0,268.0,Yes,No,B10and100
4726,10.0,10.0,0.0,4.9926,1050.0,No,No,B10and100
4727,25.0,25.0,0.0,4.9082,3601.0,No,No,B10and100
4728,10.2,12.0,15.0,4.975,1204.0,Yes,No,B10and100
4729,20.74,20.74,0.0,5.0,78.0,Yes,No,B10and100
4730,13.3,19.0,30.0,5.0,1594.0,No,No,B10and100
4731,40.0,40.0,0.0,4.9646,1556.0,Yes,No,B10and100
4732,26.0,26.0,0.0,4.8571,435.0,Yes,No,B10and100
4733,16.0,16.0,0.0,4.9701,784.0,Yes,No,B10and100
4734,15.0,15.0,0.0,5.0,551.0,Yes,No,B10and100
4735,22.34,22.34,0.0,5.0,96.0,No,Yes,B10and100
4736,20.0,20.0,0.0,4.978,6151.0,Yes,No,B10and100
4737,12.0,12.0,0.0,4.9514,4615.0,Yes,No,B10and100
4738,35.0,35.0,0.0,,,No,No,B10and100
4739,86.12,86.12,0.0,5.0,11.0,Yes,No,B10and100
4740,25.0,25.0,0.0,4.9714,373.0,Yes,No,B10and100
4741,19.99,19.99,0.0,4.9477,1481.0,No,No,B10and100
4742,34.97,34.97,0.0,4.7667,1767.0,Yes,No,B10and100
4743,29.99,29.99,0.0,4.9415,1069.0,Yes,No,B10and100
4744,10.0,10.0,0.0,5.0,27.0,Yes,No,B10and100
4745,13.0,13.0,0.0,4.9898,11190.0,Yes,No,B10and100
4746,12.0,12.0,0.0,4.859,78.0,Yes,No,B10and100
4747,12.95,12.95,0.0,4.92,4428.0,Yes,No,B10and100
4748,14.95,14.95,0.0,4.5946,308.0,No,No,B10and100
4749,15.0,15.0,0.0,4.859,78.0,Yes,No,B10and100
4750,55.0,55.0,0.0,4.3667,1071.0,Yes,No,B10and100
4751,10.2,12.0,15.0,4.975,1204.0,Yes,No,B10and100
4752,14.95,14.95,0.0,4.8428,623.0,Yes,No,B10and100
4753,25.0,25.0,0.0,4.3667,1071.0,Yes,No,B10and100
4754,20.0,20.0,0.0,,,Yes,No,B10and100
4755,15.0,15.0,0.0,5.0,2616.0,Yes,No,B10and100
4756,59.5,59.5,0.0,,,Yes,No,B10and100
4757,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
4758,15.0,15.0,0.0,5.0,162.0,Yes,No,B10and100
4759,100.0,100.0,0.0,4.9082,714.0,Yes,No,B10and100
4760,11.97,11.97,0.0,5.0,218.0,Yes,No,B10and100
4761,36.0,40.0,10.0,4.9796,1125.0,Yes,No,B10and100
4762,15.0,15.0,0.0,4.9864,1797.0,Yes,No,B10and100
4763,40.0,40.0,0.0,4.9655,1030.0,Yes,No,B10and100
4764,71.77,71.77,0.0,4.8606,466.0,No,No,B10and100
4765,16.0,16.0,0.0,5.0,1422.0,Yes,No,B10and100
4766,22.0,22.0,0.0,4.9609,1620.0,No,No,B10and100
4767,10.0,10.0,0.0,4.8,134.0,No,No,B10and100
4768,28.2,28.2,0.0,4.9895,6107.0,No,No,B10and100
4769,11.97,11.97,0.0,5.0,42.0,No,No,B10and100
4770,35.0,35.0,0.0,4.9487,1492.0,Yes,No,B10and100
4771,27.2,27.2,0.0,,,Yes,No,B10and100
4772,77.39,77.39,0.0,5.0,296.0,Yes,No,B10and100
4773,10.0,10.0,0.0,4.9688,1525.0,Yes,No,B10and100
4774,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
4775,10.0,10.0,0.0,5.0,22.0,No,No,B10and100
4776,15.0,15.0,0.0,4.9621,11955.0,Yes,No,B10and100
4777,17.39,17.39,0.0,4.9459,98.0,No,No,B10and100
4778,50.0,50.0,0.0,4.9933,1237.0,Yes,No,B10and100
4779,28.0,28.0,0.0,5.0,46.0,No,No,B10and100
4780,10.0,10.0,0.0,4.6744,1067.0,Yes,No,B10and100
4781,16.0,16.0,0.0,4.75,117.0,No,No,B10and100
4782,12.75,15.0,15.0,4.9956,3107.0,Yes,No,B10and100
4783,17.0,17.0,0.0,,,Yes,No,B10and100
4784,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
4785,16.0,16.0,0.0,4.9555,1321.0,Yes,No,B10and100
4786,22.0,22.0,0.0,4.9609,1620.0,No,No,B10and100
4787,24.89,24.89,0.0,5.0,32.0,Yes,No,B10and100
4788,50.0,50.0,0.0,5.0,477.0,Yes,No,B10and100
4789,20.0,20.0,0.0,4.978,6151.0,Yes,No,B10and100
4790,45.0,45.0,0.0,5.0,28.0,No,No,B10and100
4791,16.59,16.59,0.0,,,Yes,No,B10and100
4792,10.68,10.68,0.0,4.9,86.0,No,No,B10and100
4793,15.0,15.0,0.0,,,No,No,B10and100
4794,17.0,17.0,0.0,5.0,428.0,No,No,B10and100
4795,31.0,31.0,0.0,4.9857,3528.0,No,No,B10and100
4796,40.0,40.0,0.0,5.0,216.0,No,No,B10and100
4797,19.95,19.95,0.0,5.0,9.0,Yes,No,B10and100
4798,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
4799,14.44,16.99,15.0,4.8951,3752.0,No,No,B10and100
4800,14.0,14.0,0.0,5.0,344.0,Yes,No,B10and100
4801,10.35,13.8,25.0,4.7647,17.0,No,No,B10and100
4802,10.82,18.04,40.0,4.7827,340.0,No,No,B10and100
4803,75.36,75.36,0.0,4.8272,377.0,No,No,B10and100
4804,15.0,15.0,0.0,5.0,70.0,No,No,B10and100
4805,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
4806,17.0,17.0,0.0,4.7222,390.0,Yes,No,B10and100
4807,100.0,100.0,0.0,5.0,269.0,Yes,No,B10and100
4808,15.0,15.0,0.0,5.0,2474.0,Yes,No,B10and100
4809,10.0,10.0,0.0,5.0,466.0,No,No,B10and100
4810,15.0,15.0,0.0,5.0,39.0,Yes,No,B10and100
4811,15.0,15.0,0.0,5.0,2474.0,Yes,No,B10and100
4812,43.06,43.06,0.0,4.8897,463.0,No,No,B10and100
4813,23.93,23.93,0.0,5.0,139.0,Yes,No,B10and100
4814,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
4815,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
4816,25.0,25.0,0.0,,,No,No,B10and100
4817,14.99,14.99,0.0,4.9105,2311.0,Yes,No,B10and100
4818,32.0,32.0,0.0,4.8871,1596.0,Yes,No,B10and100
4819,10.0,10.0,0.0,4.88,2188.0,Yes,No,B10and100
4820,10.0,10.0,0.0,4.9326,828.0,Yes,No,B10and100
4821,30.0,30.0,0.0,5.0,85.0,Yes,No,B10and100
4822,10.0,10.0,0.0,4.9247,996.0,Yes,No,B10and100
4823,15.0,15.0,0.0,5.0,153.0,Yes,No,B10and100
4824,30.0,30.0,0.0,4.9857,3528.0,No,No,B10and100
4825,16.0,16.0,0.0,4.9701,784.0,Yes,No,B10and100
4826,21.12,24.84,15.0,4.9583,403.0,Yes,No,B10and100
4827,10.8,10.8,0.0,4.9524,608.0,Yes,No,B10and100
4828,50.0,50.0,0.0,4.9933,1237.0,Yes,No,B10and100
4829,77.39,77.39,0.0,5.0,296.0,Yes,No,B10and100
4830,45.0,45.0,0.0,,,No,No,B10and100
4831,55.9,55.9,0.0,5.0,21.0,No,No,B10and100
4832,43.88,43.88,0.0,4.962,1083.0,Yes,No,B10and100
4833,27.89,30.99,10.0,4.9664,9298.0,Yes,No,B10and100
4834,11.0,11.0,0.0,5.0,51.0,No,No,B10and100
4835,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
4836,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
4837,11.19,15.99,30.0,4.965,7195.0,Yes,No,B10and100
4838,58.39,58.39,0.0,4.8718,288.0,Yes,No,B10and100
4839,10.25,10.25,0.0,,,Yes,No,B10and100
4840,10.0,10.0,0.0,4.9247,996.0,Yes,No,B10and100
4841,20.34,20.34,0.0,5.0,231.0,Yes,No,B10and100
4842,30.99,30.99,0.0,4.9517,6082.0,Yes,No,B10and100
4843,14.24,18.99,25.0,5.0,37.0,No,No,B10and100
4844,12.0,15.0,20.0,4.9231,3595.0,Yes,No,B10and100
4845,12.0,12.0,0.0,4.9291,3043.0,No,No,B10and100
4846,100.0,100.0,0.0,4.8889,500.0,Yes,No,B10and100
4847,40.0,40.0,0.0,5.0,8.0,Yes,No,B10and100
4848,15.0,15.0,0.0,5.0,620.0,Yes,No,B10and100
4849,14.11,14.11,0.0,4.9091,78.0,Yes,No,B10and100
4850,10.0,10.0,0.0,4.8846,114.0,Yes,No,B10and100
4851,50.0,50.0,0.0,4.9933,1237.0,Yes,No,B10and100
4852,10.0,10.0,0.0,4.95,225.0,Yes,No,B10and100
4853,16.0,16.0,0.0,4.9535,930.0,Yes,No,B10and100
4854,25.0,25.0,0.0,5.0,475.0,Yes,No,B10and100
4855,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
4856,100.0,100.0,0.0,5.0,202.0,Yes,No,B10and100
4857,15.0,15.0,0.0,1.0,25.0,Yes,No,B10and100
4858,15.0,15.0,0.0,4.9744,2359.0,Yes,No,B10and100
4859,15.0,15.0,0.0,5.0,37.0,Yes,No,B10and100
4860,14.99,14.99,0.0,4.947,1980.0,Yes,No,B10and100
4861,18.0,18.0,0.0,5.0,211.0,Yes,No,B10and100
4862,20.0,20.0,0.0,4.978,6151.0,Yes,No,B10and100
4863,21.96,25.84,15.0,4.9583,403.0,Yes,No,B10and100
4864,15.0,15.0,0.0,4.8,101.0,No,No,B10and100
4865,15.0,15.0,0.0,4.9701,784.0,Yes,No,B10and100
4866,20.0,20.0,0.0,4.8788,4156.0,No,No,B10and100
4867,75.0,75.0,0.0,5.0,104.0,Yes,No,B10and100
4868,20.0,20.0,0.0,4.8158,3393.0,Yes,No,B10and100
4869,14.99,14.99,0.0,4.9351,1520.0,Yes,No,B10and100
4870,20.0,20.0,0.0,4.9286,1101.0,Yes,No,B10and100
4871,14.0,14.0,0.0,4.9517,6082.0,Yes,No,B10and100
4872,50.0,50.0,0.0,4.9933,1237.0,Yes,No,B10and100
4873,18.0,18.0,0.0,4.8095,125.0,No,No,B10and100
4874,29.0,29.0,0.0,4.9857,3528.0,No,No,B10and100
4875,100.0,100.0,0.0,5.0,637.0,Yes,No,B10and100
4876,15.0,15.0,0.0,4.987,594.0,Yes,No,B10and100
4877,15.0,15.0,0.0,4.971,512.0,Yes,No,B10and100
4878,14.0,14.0,0.0,5.0,864.0,Yes,No,B10and100
4879,14.35,14.35,0.0,5.0,12.0,No,No,B10and100
4880,10.0,10.0,0.0,4.9431,736.0,No,No,B10and100
4881,24.5,24.5,0.0,4.8729,2306.0,Yes,No,B10and100
4882,12.0,12.0,0.0,4.9375,514.0,Yes,No,B10and100
4883,20.0,20.0,0.0,5.0,1060.0,Yes,No,B10and100
4884,45.0,45.0,0.0,,,Yes,No,B10and100
4885,10.0,10.0,0.0,5.0,148.0,Yes,No,B10and100
4886,100.0,100.0,0.0,4.75,5734.0,Yes,No,B10and100
4887,25.0,25.0,0.0,4.9315,1286.0,Yes,No,B10and100
4888,15.0,15.0,0.0,5.0,139.0,Yes,No,B10and100
4889,25.0,25.0,0.0,5.0,99.0,Yes,No,B10and100
4890,24.0,24.0,0.0,4.9574,6270.0,Yes,No,B10and100
4891,20.0,20.0,0.0,,,Yes,No,B10and100
4892,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
4893,13.27,13.27,0.0,5.0,6.0,No,No,B10and100
4894,25.0,25.0,0.0,4.9315,1286.0,Yes,No,B10and100
4895,100.0,100.0,0.0,4.8333,1212.0,Yes,No,B10and100
4896,24.95,24.95,0.0,5.0,163.0,Yes,No,B10and100
4897,14.99,14.99,0.0,4.4444,727.0,Yes,No,B10and100
4898,30.0,30.0,0.0,4.7667,1767.0,Yes,No,B10and100
4899,30.0,30.0,0.0,,,No,No,B10and100
4900,10.33,12.92,20.0,4.9136,2183.0,Yes,No,B10and100
4901,19.24,19.24,0.0,4.9787,2624.0,Yes,No,B10and100
4902,15.0,15.0,0.0,5.0,2474.0,Yes,No,B10and100
4903,13.49,14.99,10.0,4.9924,1545.0,No,No,B10and100
4904,15.0,15.0,0.0,4.9406,374.0,Yes,No,B10and100
4905,14.11,14.11,0.0,4.9091,78.0,Yes,No,B10and100
4906,29.92,37.4,20.0,4.9789,4360.0,Yes,No,B10and100
4907,52.5,52.5,0.0,5.0,1959.0,Yes,No,B10and100
4908,13.0,13.0,0.0,4.9898,11190.0,Yes,No,B10and100
4909,24.5,24.5,0.0,4.8729,2306.0,Yes,No,B10and100
4910,13.3,19.0,30.0,5.0,1594.0,No,No,B10and100
4911,12.0,12.0,0.0,5.0,910.0,Yes,No,B10and100
4912,13.0,13.0,0.0,,,Yes,No,B10and100
4913,11.0,11.0,0.0,4.9527,1256.0,Yes,No,B10and100
4914,14.4,16.0,10.0,4.8182,131.0,Yes,No,B10and100
4915,16.0,16.0,0.0,4.9632,2592.0,Yes,No,B10and100
4916,11.0,11.0,0.0,4.9527,1256.0,Yes,No,B10and100
4917,15.0,15.0,0.0,5.0,620.0,Yes,No,B10and100
4918,20.74,20.74,0.0,5.0,78.0,Yes,No,B10and100
4919,19.0,19.0,0.0,5.0,2012.0,Yes,No,B10and100
4920,20.0,20.0,0.0,5.0,367.0,Yes,No,B10and100
4921,30.0,30.0,0.0,4.978,6151.0,Yes,No,B10and100
4922,40.0,40.0,0.0,4.9315,1286.0,Yes,No,B10and100
4923,13.27,13.27,0.0,5.0,6.0,No,No,B10and100
4924,49.0,49.0,0.0,4.9561,211.0,Yes,No,B10and100
4925,10.99,10.99,0.0,4.9096,1999.0,Yes,No,B10and100
4926,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
4927,75.0,75.0,0.0,5.0,104.0,Yes,No,B10and100
4928,18.95,18.95,0.0,4.75,291.0,No,No,B10and100
4929,16.0,16.0,0.0,4.8947,906.0,Yes,No,B10and100
4930,40.0,40.0,0.0,5.0,148.0,Yes,No,B10and100
4931,12.5,12.5,0.0,4.9652,414.0,Yes,No,B10and100
4932,25.0,25.0,0.0,4.9514,4615.0,Yes,No,B10and100
4933,22.0,22.0,0.0,4.8,913.0,Yes,No,B10and100
4934,11.0,11.0,0.0,4.9655,439.0,No,No,B10and100
4935,59.75,59.75,0.0,4.9657,3993.0,Yes,No,B10and100
4936,29.75,29.75,0.0,4.9429,49.0,Yes,No,B10and100
4937,41.1,41.1,0.0,4.9655,1030.0,Yes,No,B10and100
4938,38.0,38.0,0.0,5.0,134.0,Yes,No,B10and100
4939,14.0,14.0,0.0,4.9878,1967.0,Yes,No,B10and100
4940,12.5,25.0,50.0,4.9853,1971.0,Yes,No,B10and100
4941,14.95,14.95,0.0,4.75,291.0,No,No,B10and100
4942,12.0,12.0,0.0,5.0,81.0,Yes,No,B10and100
4943,100.0,100.0,0.0,5.0,375.0,Yes,No,B10and100
4944,44.99,44.99,0.0,4.9655,1030.0,Yes,No,B10and100
4945,12.99,12.99,0.0,5.0,4057.0,Yes,No,B10and100
4946,15.0,15.0,0.0,4.9868,1163.0,Yes,No,B10and100
4947,17.22,17.22,0.0,,,No,No,B10and100
4948,24.5,24.5,0.0,4.8729,2306.0,Yes,No,B10and100
4949,100.0,100.0,0.0,,,Yes,No,B10and100
4950,13.91,17.39,20.0,4.962,1814.0,Yes,No,B10and100
4951,14.25,14.25,0.0,5.0,1.0,No,No,B10and100
4952,11.5,11.5,0.0,5.0,90.0,Yes,No,B10and100
4953,14.99,14.99,0.0,,,No,No,B10and100
4954,50.0,50.0,0.0,4.9487,200.0,No,No,B10and100
4955,29.75,29.75,0.0,4.9429,49.0,Yes,No,B10and100
4956,10.0,10.0,0.0,4.9339,726.0,Yes,No,B10and100
4957,10.0,10.0,0.0,4.9339,726.0,Yes,No,B10and100
4958,40.0,40.0,0.0,,,Yes,No,B10and100
4959,17.58,17.58,0.0,5.0,37.0,No,No,B10and100
4960,18.95,18.95,0.0,4.75,291.0,No,No,B10and100
4961,77.39,77.39,0.0,5.0,296.0,Yes,No,B10and100
4962,11.0,11.0,0.0,5.0,202.0,No,No,B10and100
4963,12.0,12.0,0.0,5.0,23.0,No,No,B10and100
4964,23.68,23.68,0.0,5.0,56.0,No,No,B10and100
4965,15.96,15.96,0.0,5.0,218.0,Yes,No,B10and100
4966,11.0,11.0,0.0,4.9719999999999995,3655.0,No,No,B10and100
4967,15.0,15.0,0.0,5.0,11.0,Yes,No,B10and100
4968,15.0,15.0,0.0,4.971,512.0,Yes,No,B10and100
4969,29.75,29.75,0.0,4.9429,49.0,Yes,No,B10and100
4970,12.99,12.99,0.0,4.9749,5601.0,Yes,No,B10and100
4971,25.0,25.0,0.0,5.0,3563.0,No,No,B10and100
4972,14.99,14.99,0.0,4.949,1078.0,Yes,No,B10and100
4973,10.0,10.0,0.0,4.9167,261.0,Yes,No,B10and100
4974,25.0,25.0,0.0,5.0,5.0,No,No,B10and100
4975,70.25,70.25,0.0,5.0,19.0,Yes,No,B10and100
4976,17.22,17.22,0.0,,,No,No,B10and100
4977,10.0,10.0,0.0,4.9286,1101.0,Yes,No,B10and100
4978,20.0,20.0,0.0,5.0,27.0,No,No,B10and100
4979,11.48,11.48,0.0,5.0,67.0,No,No,B10and100
4980,47.47,67.82,30.0,4.9717,2089.0,No,No,B10and100
4981,19.0,19.0,0.0,5.0,2012.0,Yes,No,B10and100
4982,13.0,13.0,0.0,4.9855,736.0,Yes,No,B10and100
4983,24.65,29.0,15.0,4.6073,1599.0,Yes,No,B10and100
4984,10.99,10.99,0.0,4.9688,189.0,Yes,No,B10and100
4985,10.2,12.0,15.0,4.975,1204.0,Yes,No,B10and100
4986,12.99,12.99,0.0,4.9105,2311.0,Yes,No,B10and100
4987,15.0,15.0,0.0,4.7989,2888.0,Yes,No,B10and100
4988,27.0,27.0,0.0,5.0,17.0,Yes,No,B10and100
4989,18.0,18.0,0.0,5.0,113.0,Yes,No,B10and100
4990,15.0,15.0,0.0,5.0,104.0,Yes,No,B10and100
4991,10.2,12.0,15.0,4.975,1204.0,Yes,No,B10and100
4992,45.59,45.59,0.0,5.0,6.0,Yes,No,B10and100
4993,10.0,10.0,0.0,,,No,No,B10and100
4994,57.41,57.41,0.0,4.9928,1359.0,Yes,No,B10and100
4995,10.2,12.0,15.0,4.975,1204.0,Yes,No,B10and100
4996,11.48,11.48,0.0,5.0,169.0,No,No,B10and100
4997,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
4998,20.0,20.0,0.0,4.875,1055.0,Yes,No,B10and100
4999,22.5,22.5,0.0,4.9438,2811.0,No,No,B10and100
5000,15.0,15.0,0.0,5.0,139.0,Yes,No,B10and100
5001,19.99,19.99,0.0,4.5392,412.0,No,No,B10and100
5002,12.99,12.99,0.0,5.0,51.0,Yes,No,B10and100
5003,16.0,16.0,0.0,4.9701,784.0,Yes,No,B10and100
5004,21.12,26.4,20.0,4.9789,4360.0,Yes,No,B10and100
5005,15.0,15.0,0.0,4.9,67.0,No,No,B10and100
5006,14.11,14.11,0.0,4.9091,78.0,Yes,No,B10and100
5007,14.0,14.0,0.0,5.0,235.0,No,No,B10and100
5008,15.96,15.96,0.0,5.0,167.0,Yes,No,B10and100
5009,17.22,17.22,0.0,,,No,No,B10and100
5010,14.95,14.95,0.0,5.0,727.0,Yes,No,B10and100
5011,63.14,63.14,0.0,4.9011,172.0,Yes,No,B10and100
5012,14.5,14.5,0.0,4.9434,423.0,Yes,No,B10and100
5013,17.99,17.99,0.0,5.0,2616.0,Yes,No,B10and100
5014,10.0,10.0,0.0,4.9301,834.0,Yes,No,B10and100
5015,35.0,35.0,0.0,5.0,1971.0,Yes,No,B10and100
5016,40.0,40.0,0.0,,,Yes,No,B10and100
5017,10.0,10.0,0.0,4.984,3128.0,No,No,B10and100
5018,15.76,15.76,0.0,,,No,No,B10and100
5019,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
5020,22.97,22.97,0.0,5.0,3.0,No,No,B10and100
5021,14.95,14.95,0.0,5.0,727.0,Yes,No,B10and100
5022,10.99,10.99,0.0,4.8402,432.0,No,No,B10and100
5023,30.0,30.0,0.0,5.0,293.0,Yes,No,B10and100
5024,30.99,30.99,0.0,4.9517,6082.0,Yes,No,B10and100
5025,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
5026,15.0,15.0,0.0,5.0,259.0,Yes,No,B10and100
5027,14.0,14.0,0.0,,,Yes,No,B10and100
5028,10.8,10.8,0.0,4.9558,2764.0,Yes,No,B10and100
5029,20.0,20.0,0.0,,,Yes,No,B10and100
5030,12.99,12.99,0.0,4.9574,208.0,Yes,No,B10and100
5031,13.0,13.0,0.0,5.0,320.0,Yes,No,B10and100
5032,14.0,14.0,0.0,4.9824,1774.0,Yes,Yes,B10and100
5033,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
5034,35.88,35.88,0.0,5.0,48.0,Yes,No,B10and100
5035,59.84,59.84,0.0,5.0,39.0,Yes,No,B10and100
5036,12.75,15.0,15.0,4.8845,2990.0,Yes,No,B10and100
5037,40.0,40.0,0.0,,,Yes,No,B10and100
5038,14.0,14.0,0.0,4.9318,948.0,No,No,B10and100
5039,22.0,22.0,0.0,4.8,630.0,No,No,B10and100
5040,10.0,10.0,0.0,5.0,5.0,No,No,B10and100
5041,10.0,10.0,0.0,5.0,733.0,Yes,No,B10and100
5042,19.99,19.99,0.0,4.9477,1481.0,No,No,B10and100
5043,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
5044,100.0,100.0,0.0,5.0,637.0,Yes,No,B10and100
5045,15.0,15.0,0.0,4.7752,2344.0,Yes,No,B10and100
5046,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
5047,14.0,14.0,0.0,4.9958,1208.0,Yes,No,B10and100
5048,95.0,95.0,0.0,4.7742,367.0,No,No,B10and100
5049,13.0,13.0,0.0,4.966,677.0,No,No,B10and100
