,Price,Original_Price,Off(%),Rating,Reviews,Free_shipping,Best_seller,Type
4997,3.5,3.5,0.0,4.9118,408.0,No,No,Handmade
4998,13.49,14.99,10.0,4.9924,1545.0,No,No,Handmade
4999,20.0,20.0,0.0,4.978,6152.0,Yes,No,Handmade
5000,6.55,6.55,0.0,4.92,1814.0,Yes,No,Handmade
5001,4.9,4.9,0.0,4.9796,18904.0,No,No,Handmade
5002,34.95,49.94,30.0,4.9103,1191.0,Yes,No,Handmade
5003,13.49,14.99,10.0,4.9924,1545.0,Yes,No,Handmade
5004,34.45,34.45,0.0,,,Yes,No,Handmade
5005,40.38,57.67,30.0,4.9103,1191.0,Yes,No,Handmade
5006,5.94,6.99,15.0,4.9245,363.0,No,No,Handmade
5007,18.0,18.0,0.0,4.9753,1921.0,Yes,No,Handmade
5008,3.0,3.0,0.0,,,No,No,Handmade
5009,2.75,2.75,0.0,5.0,965.0,Yes,No,Handmade
5010,4.75,4.75,0.0,5.0,24.0,No,No,Handmade
5011,10.0,10.0,0.0,4.9339,726.0,Yes,No,Handmade
5012,25.0,25.0,0.0,,,Yes,No,Handmade
5013,26.33,26.33,0.0,4.9231,695.0,No,No,Handmade
5014,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
5015,1.5,1.5,0.0,5.0,10.0,Yes,No,Handmade
5016,6.0,6.0,0.0,4.9871,1246.0,No,No,Handmade
5017,15.96,15.96,0.0,5.0,453.0,Yes,No,Handmade
5018,15.0,15.0,0.0,4.913,3636.0,Yes,No,Handmade
5019,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Handmade
5020,7.98,7.98,0.0,5.0,139.0,Yes,No,Handmade
5021,19.95,19.95,0.0,5.0,218.0,Yes,No,Handmade
5022,8.2,8.2,0.0,4.9512,1307.0,No,No,Handmade
5023,54.25,54.25,0.0,5.0,8.0,Yes,No,Handmade
5024,23.93,23.93,0.0,5.0,139.0,Yes,No,Handmade
5025,0.7,0.7,0.0,4.9616,1444.0,No,No,Handmade
5026,35.0,35.0,0.0,5.0,1971.0,Yes,No,Handmade
5027,35.0,35.0,0.0,5.0,1971.0,Yes,No,Handmade
5028,12.99,12.99,0.0,4.9105,2311.0,Yes,No,Handmade
5029,8.99,8.99,0.0,4.9872,1593.0,Yes,No,Handmade
5030,12.0,12.0,0.0,4.9603,1199.0,Yes,No,Handmade
5031,12.0,12.0,0.0,4.92,4428.0,Yes,No,Handmade
5032,7.0,7.0,0.0,5.0,342.0,No,No,Handmade
5033,2.5,2.5,0.0,,,No,No,Handmade
5034,12.75,15.0,15.0,4.9643,5147.0,Yes,No,Handmade
5035,16.0,16.0,0.0,5.0,1422.0,Yes,No,Handmade
5036,40.0,40.0,0.0,4.8333,1212.0,Yes,No,Handmade
5037,14.99,14.99,0.0,4.9279,4173.0,No,No,Handmade
5038,5.0,5.0,0.0,5.0,249.0,Yes,No,Handmade
5039,9.94,12.42,20.0,4.8333,229.0,Yes,No,Handmade
5040,3.59,3.59,0.0,5.0,51.0,Yes,No,Handmade
5041,43.06,43.06,0.0,5.0,130.0,Yes,No,Handmade
5042,0.89,0.99,10.0,4.9184,4450.0,No,No,Handmade
5043,3.99,13.3,70.0,4.8565,603.0,No,No,Handmade
5044,7.0,14.0,50.0,5.0,1.0,No,No,Handmade
5045,16.5,16.5,0.0,4.9008,15466.0,No,Yes,Handmade
5046,13.64,13.64,0.0,4.7622,725.0,Yes,No,Handmade
5047,3.0,3.0,0.0,,,No,No,Handmade
5048,20.0,20.0,0.0,4.8671,540.0,Yes,No,Handmade
5049,6.0,8.0,25.0,4.6111,1195.0,No,No,Handmade
5050,2.5,2.5,0.0,4.954,1337.0,No,No,Handmade
5051,2.75,2.75,0.0,5.0,965.0,Yes,No,Handmade
5052,4.47,8.95,50.0,4.8889,1413.0,Yes,No,Handmade
5053,10.0,10.0,0.0,5.0,1060.0,Yes,No,Handmade
5054,4.8,8.0,40.0,4.9366,5008.0,No,No,Handmade
5055,96.0,96.0,0.0,5.0,331.0,Yes,No,Handmade
5056,21.0,21.0,0.0,5.0,115.0,Yes,No,Handmade
5057,20.0,20.0,0.0,4.8671,540.0,Yes,No,Handmade
5058,8.24,10.99,25.0,5.0,1058.0,No,No,Handmade
5059,23.93,23.93,0.0,5.0,98.0,Yes,No,Handmade
5060,1.75,1.75,0.0,4.9565,1177.0,Yes,No,Handmade
5061,16.0,16.0,0.0,4.8341,644.0,Yes,No,Handmade
5062,2.51,2.51,0.0,4.9875,467.0,No,No,Handmade
5063,55.98,55.98,0.0,4.9754,737.0,No,No,Handmade
5064,20.74,20.74,0.0,4.9794,561.0,Yes,No,Handmade
5065,1.72,1.72,0.0,4.4162,357.0,No,No,Handmade
5066,9.99,9.99,0.0,4.9318,1470.0,Yes,No,Handmade
5067,43.06,43.06,0.0,5.0,130.0,Yes,No,Handmade
5068,5.22,7.45,30.0,4.9178,583.0,No,No,Handmade
5069,9.99,9.99,0.0,4.75,25.0,No,No,Handmade
5070,8.0,8.0,0.0,4.8857,438.0,No,No,Handmade
5071,5.0,5.0,0.0,5.0,1348.0,Yes,No,Handmade
5072,12.0,12.0,0.0,4.9565,991.0,Yes,No,Handmade
5073,2.0,2.0,0.0,5.0,573.0,Yes,No,Handmade
5074,10.0,10.0,0.0,5.0,23.0,No,No,Handmade
5075,12.5,12.5,0.0,4.9487,1492.0,Yes,No,Handmade
5076,4.47,8.95,50.0,4.8889,1413.0,Yes,No,Handmade
5077,4.0,4.0,0.0,5.0,531.0,No,No,Handmade
5078,5.0,5.0,0.0,4.0,186.0,No,No,Handmade
5079,2.99,2.99,0.0,4.7059,241.0,No,No,Handmade
5080,15.0,15.0,0.0,5.0,4097.0,Yes,No,Handmade
5081,9.79,13.99,30.0,4.9451,2013.0,No,No,Handmade
5082,5.5,5.5,0.0,4.8,1221.0,No,No,Handmade
5083,1.75,1.75,0.0,4.9565,1177.0,Yes,No,Handmade
5084,10.61,15.16,30.0,4.9712,5483.0,Yes,No,Handmade
5085,20.0,20.0,0.0,4.3667,1071.0,Yes,No,Handmade
5086,3.0,3.0,0.0,4.9722,1803.0,Yes,No,Handmade
5087,8.0,8.0,0.0,5.0,635.0,No,No,Handmade
5088,3.37,4.49,25.0,4.5,456.0,No,No,Handmade
5089,50.0,50.0,0.0,5.0,110.0,Yes,No,Handmade
5090,12.0,12.0,0.0,4.9375,514.0,Yes,No,Handmade
5091,11.91,11.91,0.0,5.0,113.0,Yes,No,Handmade
5092,6.0,6.0,0.0,4.9293,3045.0,No,No,Handmade
5093,40.0,40.0,0.0,4.8333,1212.0,Yes,No,Handmade
5094,2.75,2.75,0.0,5.0,965.0,Yes,No,Handmade
5095,150.0,150.0,0.0,4.8669,2267.0,No,No,Handmade
5096,6.91,6.91,0.0,4.9714,604.0,No,No,Handmade
5097,7.0,7.0,0.0,5.0,371.0,No,No,Handmade
5098,45.0,45.0,0.0,,,No,No,Handmade
5099,4.0,4.0,0.0,4.9518,1945.0,Yes,No,Handmade
5100,8.0,8.0,0.0,5.0,12.0,No,No,Handmade
5101,7.16,7.16,0.0,4.9,5528.0,No,No,Handmade
5102,10.0,10.0,0.0,4.587,851.0,Yes,No,Handmade
5103,3.88,4.31,10.0,4.9481,3237.0,No,No,Handmade
5104,1.99,1.99,0.0,4.8571,51.0,No,No,Handmade
5105,157.5,157.5,0.0,5.0,341.0,Yes,No,Handmade
5106,20.0,20.0,0.0,5.0,11.0,No,No,Handmade
5107,10.61,15.16,30.0,4.9712,5483.0,Yes,No,Handmade
5108,12.0,12.0,0.0,4.9293,3045.0,No,No,Handmade
5109,6.99,6.99,0.0,4.0,60.0,No,No,Handmade
5110,12.0,12.0,0.0,4.9091,30.0,No,No,Handmade
5111,7.1,7.1,0.0,4.9008,4825.0,No,No,Handmade
5112,5.0,5.0,0.0,5.0,14.0,No,No,Handmade
5113,3.0,3.0,0.0,,,No,No,Handmade
5114,6.0,8.0,25.0,4.6111,1195.0,No,No,Handmade
5115,10.0,10.0,0.0,5.0,4057.0,Yes,No,Handmade
5116,13.27,13.27,0.0,5.0,759.0,Yes,No,Handmade
5117,40.0,40.0,0.0,4.8333,1212.0,Yes,No,Handmade
5118,9.94,12.42,20.0,4.8333,229.0,Yes,No,Handmade
5119,15.0,15.0,0.0,5.0,278.0,Yes,No,Handmade
5120,9.0,9.0,0.0,4.8305,1658.0,No,No,Handmade
5121,22.0,22.0,0.0,4.902,1655.0,Yes,No,Handmade
5122,3.5,3.5,0.0,4.9341,1465.0,No,No,Handmade
5123,1.5,1.5,0.0,4.9286,1101.0,Yes,No,Handmade
5124,4.25,4.25,0.0,,,Yes,No,Handmade
5125,2.0,2.0,0.0,5.0,948.0,No,No,Handmade
5126,15.0,15.0,0.0,4.7989,2888.0,Yes,No,Handmade
5127,9.9,9.9,0.0,5.0,504.0,Yes,No,Handmade
5128,1.3,1.3,0.0,5.0,4097.0,Yes,No,Handmade
5129,9.99,9.99,0.0,5.0,60.0,Yes,No,Handmade
5130,13.49,14.99,10.0,4.9924,1545.0,No,No,Handmade
5131,60.5,60.5,0.0,4.9851,1024.0,Yes,No,Handmade
5132,24.0,24.0,0.0,4.9541,9423.0,Yes,No,Handmade
5133,5.6,8.0,30.0,4.8833,1722.0,No,No,Handmade
5134,14.93,14.93,0.0,4.9653,813.0,Yes,No,Handmade
5135,4.99,4.99,0.0,4.7778,468.0,No,No,Handmade
5136,25.0,25.0,0.0,4.9632,4418.0,Yes,No,Handmade
5137,4.47,8.95,50.0,4.8889,1413.0,Yes,No,Handmade
5138,50.0,50.0,0.0,5.0,30.0,No,No,Handmade
5139,10.8,12.0,10.0,4.8137,1890.0,Yes,No,Handmade
5140,4.31,4.31,0.0,4.9756,117.0,No,No,Handmade
5141,6.17,6.17,0.0,4.894,1308.0,No,No,Handmade
5142,11.19,15.99,30.0,4.965,7195.0,Yes,No,Handmade
5143,7.0,7.0,0.0,5.0,428.0,Yes,No,Handmade
5144,1.5,1.5,0.0,4.9688,189.0,No,No,Handmade
5145,4.3,8.6,50.0,4.8759,5790.0,No,No,Handmade
5146,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
5147,29.95,29.95,0.0,4.7667,1767.0,Yes,No,Handmade
5148,6.55,6.55,0.0,4.92,1814.0,Yes,No,Handmade
5149,55.0,55.0,0.0,4.3667,1071.0,Yes,No,Handmade
5150,2.75,2.75,0.0,5.0,431.0,No,No,Handmade
5151,15.0,15.0,0.0,,,No,No,Handmade
5152,9.59,15.99,40.0,4.8958,1198.0,No,No,Handmade
5153,17.0,17.0,0.0,4.9315,1286.0,Yes,No,Handmade
5154,9.99,9.99,0.0,4.8957,8328.0,Yes,No,Handmade
5155,10.0,10.0,0.0,5.0,1971.0,Yes,No,Handmade
5156,1.13,1.13,0.0,4.861000000000001,2075.0,No,Yes,Handmade
5157,5.81,5.81,0.0,4.9304,1914.0,Yes,No,Handmade
5158,15.98,15.98,0.0,4.9846,1151.0,Yes,No,Handmade
5159,4.47,8.95,50.0,4.8889,1413.0,Yes,No,Handmade
5160,22.0,22.0,0.0,4.7667,1767.0,Yes,No,Handmade
5161,10.0,10.0,0.0,5.0,4057.0,Yes,No,Handmade
5162,12.0,12.0,0.0,4.9178,237.0,No,No,Handmade
5163,20.0,20.0,0.0,5.0,27.0,No,No,Handmade
5164,100.0,100.0,0.0,4.88,2188.0,Yes,No,Handmade
5165,19.95,19.95,0.0,4.8421,409.0,Yes,No,Handmade
5166,14.99,14.99,0.0,5.0,553.0,Yes,No,Handmade
5167,9.0,9.0,0.0,4.9524,649.0,Yes,No,Handmade
5168,2.51,2.51,0.0,4.9875,467.0,No,No,Handmade
5169,23.93,23.93,0.0,5.0,170.0,Yes,No,Handmade
5170,7.16,7.16,0.0,4.9,5528.0,No,No,Handmade
5171,7.55,7.55,0.0,5.0,1156.0,Yes,No,Handmade
5172,3.0,3.0,0.0,4.9839,829.0,Yes,No,Handmade
5173,15.96,15.96,0.0,5.0,247.0,No,No,Handmade
5174,96.0,96.0,0.0,5.0,331.0,Yes,No,Handmade
5175,1.44,1.44,0.0,4.9649,204.0,No,No,Handmade
5176,5.95,5.95,0.0,4.7895,388.0,Yes,No,Handmade
5177,25.0,25.0,0.0,4.8333,1212.0,Yes,No,Handmade
5178,15.0,15.0,0.0,4.9545,484.0,Yes,No,Handmade
5179,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
5180,79.78,79.78,0.0,,,Yes,No,Handmade
5181,15.0,15.0,0.0,4.9545,484.0,Yes,No,Handmade
5182,28.0,28.0,0.0,5.0,89.0,Yes,No,Handmade
5183,10.0,10.0,0.0,4.953,1257.0,Yes,No,Handmade
5184,10.0,10.0,0.0,4.953,1257.0,Yes,No,Handmade
5185,10.0,10.0,0.0,4.9247,996.0,Yes,No,Handmade
5186,7.0,7.0,0.0,5.0,273.0,Yes,No,Handmade
5187,11.5,11.5,0.0,5.0,148.0,Yes,No,Handmade
5188,22.0,22.0,0.0,4.8,913.0,Yes,No,Handmade
5189,1.3,1.3,0.0,5.0,4097.0,Yes,No,Handmade
5190,40.0,40.0,0.0,4.8333,1212.0,Yes,No,Handmade
5191,10.0,10.0,0.0,4.8971,1109.0,No,No,Handmade
5192,3.5,3.5,0.0,5.0,406.0,No,No,Handmade
5193,8.0,8.0,0.0,4.9407,3005.0,Yes,No,Handmade
5194,18.35,18.35,0.0,5.0,165.0,Yes,No,Handmade
5195,20.0,20.0,0.0,4.9796,1125.0,Yes,No,Handmade
5196,15.96,15.96,0.0,5.0,431.0,Yes,No,Handmade
5197,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Handmade
5198,4.13,4.13,0.0,4.92,1814.0,Yes,No,Handmade
5199,3.16,3.16,0.0,4.9848,557.0,No,No,Handmade
5200,23.9,23.9,0.0,5.0,109.0,Yes,No,Handmade
5201,8.39,11.99,30.0,4.8314,2343.0,No,No,Handmade
5202,10.5,10.5,0.0,5.0,1159.0,Yes,No,Handmade
5203,2.75,2.75,0.0,5.0,965.0,Yes,No,Handmade
5204,8.3,8.3,0.0,5.0,270.0,Yes,No,Handmade
5205,1.0,1.0,0.0,4.9688,189.0,No,No,Handmade
5206,99.0,99.0,0.0,5.0,1386.0,No,No,Handmade
5207,25.0,25.0,0.0,5.0,475.0,Yes,No,Handmade
5208,22.0,22.0,0.0,4.8,913.0,Yes,No,Handmade
5209,5.0,5.0,0.0,5.0,3.0,No,No,Handmade
5210,12.0,12.0,0.0,4.9545,1311.0,Yes,No,Handmade
5211,35.88,35.88,0.0,4.9722,78.0,No,No,Handmade
5212,18.31,18.31,0.0,4.7679,771.0,Yes,No,Handmade
5213,0.9,1.0,10.0,4.9617,5169.0,No,No,Handmade
5214,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
5215,10.0,10.0,0.0,4.6744,1067.0,Yes,No,Handmade
5216,1.75,1.75,0.0,,,No,No,Handmade
5217,3.0,3.0,0.0,,,No,No,Handmade
5218,4.3,8.6,50.0,4.8759,5790.0,No,No,Handmade
5219,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
5220,157.5,157.5,0.0,5.0,341.0,Yes,No,Handmade
5221,20.0,20.0,0.0,4.3667,1071.0,Yes,No,Handmade
5222,10.36,12.95,20.0,4.9861,490.0,Yes,No,Handmade
5223,17.0,17.0,0.0,4.9315,1286.0,Yes,No,Handmade
5224,19.5,19.5,0.0,5.0,439.0,Yes,No,Handmade
5225,3.9,3.9,0.0,4.9796,18904.0,No,No,Handmade
5226,0.75,0.75,0.0,4.6452,176.0,No,No,Handmade
5227,20.0,20.0,0.0,4.978,6152.0,Yes,No,Handmade
5228,9.94,9.94,0.0,,,No,No,Handmade
5229,12.0,12.0,0.0,4.7252,2875.0,Yes,No,Handmade
5230,1.44,1.44,0.0,5.0,89.0,No,No,Handmade
5231,3.0,5.0,40.0,4.9366,5008.0,No,No,Handmade
5232,28.0,28.0,0.0,4.9307,4738.0,No,No,Handmade
5233,7.77,7.77,0.0,5.0,7718.0,No,No,Handmade
5234,25.0,25.0,0.0,5.0,27.0,No,No,Handmade
5235,18.0,18.0,0.0,5.0,2474.0,Yes,No,Handmade
5236,5.0,5.0,0.0,4.9709,2256.0,Yes,No,Handmade
5237,7.19,11.99,40.0,4.9643,5147.0,No,No,Handmade
5238,4.75,4.75,0.0,4.9787,1128.0,No,No,Handmade
5239,28.0,28.0,0.0,4.9545,435.0,Yes,No,Handmade
5240,18.0,18.0,0.0,4.96,101.0,Yes,No,Handmade
5241,4.13,4.13,0.0,4.5,66.0,Yes,No,Handmade
5242,1.68,2.1,20.0,4.9845,1048.0,No,No,Handmade
5243,10.2,12.0,15.0,4.975,1204.0,Yes,No,Handmade
5244,8.75,8.75,0.0,4.9063,573.0,Yes,No,Handmade
5245,4.9,4.9,0.0,4.9796,18904.0,No,No,Handmade
5246,2.87,2.87,0.0,4.8839999999999995,1406.0,Yes,No,Handmade
5247,3.88,4.31,10.0,4.9481,3237.0,No,No,Handmade
5248,12.73,12.73,0.0,5.0,359.0,Yes,No,Handmade
5249,1.0,1.0,0.0,4.9231,1578.0,Yes,No,Handmade
5250,8.0,8.0,0.0,4.9407,3005.0,Yes,No,Handmade
5251,2.15,2.15,0.0,4.8633,2414.0,No,No,Handmade
5252,8.0,8.0,0.0,4.8919,3190.0,Yes,No,Handmade
5253,15.0,15.0,0.0,5.0,215.0,Yes,No,Handmade
5254,10.0,10.0,0.0,4.9829,2768.0,Yes,No,Handmade
5255,3.85,3.85,0.0,5.0,270.0,Yes,No,Handmade
5256,14.0,14.0,0.0,,,No,No,Handmade
5257,41.45,41.45,0.0,4.9655,1030.0,Yes,No,Handmade
5258,22.0,22.0,0.0,4.9167,261.0,Yes,No,Handmade
5259,15.0,15.0,0.0,5.0,70.0,No,No,Handmade
5260,10.2,12.0,15.0,4.975,1204.0,Yes,No,Handmade
5261,1.2,1.6,25.0,4.979,1144.0,No,No,Handmade
5262,11.97,11.97,0.0,5.0,218.0,Yes,No,Handmade
5263,6.82,6.82,0.0,5.0,34.0,No,No,Handmade
5264,8.0,8.0,0.0,4.9918,228.0,Yes,No,Handmade
5265,75.0,75.0,0.0,5.0,104.0,Yes,No,Handmade
5266,4.0,4.0,0.0,4.9659,1293.0,Yes,No,Handmade
5267,24.0,24.0,0.0,4.9293,3045.0,No,No,Handmade
5268,11.99,11.99,0.0,5.0,241.0,No,No,Handmade
5269,20.72,20.72,0.0,4.9643,108.0,Yes,No,Handmade
5270,4.95,4.95,0.0,4.7059,241.0,No,No,Handmade
5271,8.41,9.9,15.0,4.8315,722.0,No,No,Handmade
5272,8.0,8.0,0.0,5.0,635.0,No,No,Handmade
5273,35.0,35.0,0.0,5.0,1971.0,Yes,No,Handmade
5274,20.0,20.0,0.0,4.625,152.0,Yes,No,Handmade
5275,4.3,8.6,50.0,4.8759,5790.0,No,No,Handmade
5276,6.0,6.0,0.0,4.9,67.0,No,No,Handmade
5277,5.0,5.0,0.0,4.9723,1955.0,Yes,No,Handmade
5278,13.49,14.99,10.0,4.9924,1545.0,No,No,Handmade
5279,4.47,8.95,50.0,4.8889,1413.0,No,No,Handmade
5280,19.5,19.5,0.0,5.0,439.0,Yes,No,Handmade
5281,15.0,15.0,0.0,4.978,6152.0,Yes,No,Handmade
5282,15.0,15.0,0.0,5.0,268.0,Yes,No,Handmade
5283,20.0,20.0,0.0,4.875,1055.0,Yes,No,Handmade
5284,11.0,11.0,0.0,4.9609,1620.0,No,No,Handmade
5285,21.99,21.99,0.0,4.9787,2624.0,Yes,No,Handmade
5286,8.97,8.97,0.0,4.988,681.0,No,No,Handmade
5287,3.0,3.0,0.0,4.9867,2400.0,No,No,Handmade
5288,25.0,25.0,0.0,5.0,10.0,No,No,Handmade
5289,2.87,2.87,0.0,4.9674,301.0,No,No,Handmade
5290,2.25,2.25,0.0,4.9205,1219.0,No,No,Handmade
5291,10.0,10.0,0.0,4.9425,911.0,Yes,No,Handmade
5292,99.0,99.0,0.0,5.0,1386.0,No,No,Handmade
5293,2.75,2.75,0.0,5.0,965.0,Yes,No,Handmade
5294,150.0,150.0,0.0,,,Yes,No,Handmade
5295,20.0,20.0,0.0,4.954,1337.0,Yes,No,Handmade
5296,40.0,40.0,0.0,4.8333,1212.0,Yes,No,Handmade
5297,17.55,17.55,0.0,5.0,831.0,Yes,No,Handmade
5298,20.0,20.0,0.0,,,No,No,Handmade
5299,157.5,157.5,0.0,5.0,341.0,Yes,No,Handmade
5300,15.0,15.0,0.0,,,No,No,Handmade
5301,3.88,4.31,10.0,4.9481,3237.0,No,No,Handmade
5302,1.5,1.5,0.0,5.0,573.0,Yes,No,Handmade
5303,10.0,10.0,0.0,4.984,3128.0,No,No,Handmade
5304,40.0,40.0,0.0,5.0,8.0,Yes,No,Handmade
5305,12.0,12.0,0.0,4.9714,654.0,No,No,Handmade
5306,5.02,5.02,0.0,,,No,No,Handmade
5307,6.96,9.94,30.0,4.9286,155.0,No,No,Handmade
5308,9.77,11.5,15.0,4.8791,465.0,No,No,Handmade
5309,15.0,15.0,0.0,4.9744,2359.0,Yes,No,Handmade
5310,9.99,9.99,0.0,4.9872,1593.0,Yes,No,Handmade
5311,17.0,17.0,0.0,4.9315,1286.0,Yes,No,Handmade
5312,12.99,12.99,0.0,5.0,241.0,No,No,Handmade
5313,25.0,25.0,0.0,4.5625,216.0,No,No,Handmade
5314,16.59,16.59,0.0,5.0,197.0,Yes,No,Handmade
5315,9.34,10.99,15.0,4.8,126.0,Yes,No,Handmade
5316,5.06,5.06,0.0,5.0,48.0,No,No,Handmade
5317,16.0,16.0,0.0,4.7751,4038.0,Yes,No,Handmade
5318,2.99,2.99,0.0,5.0,1140.0,No,No,Handmade
5319,10.0,10.0,0.0,4.4474,1793.0,Yes,No,Handmade
5320,6.75,6.75,0.0,4.7647,675.0,Yes,No,Handmade
5321,10.0,10.0,0.0,4.961,1333.0,Yes,No,Handmade
5322,12.0,12.0,0.0,5.0,703.0,Yes,No,Handmade
5323,7.98,7.98,0.0,5.0,128.0,No,No,Handmade
5324,25.0,25.0,0.0,4.8387,197.0,No,No,Handmade
5325,1.44,1.44,0.0,5.0,48.0,No,No,Handmade
5326,14.0,14.0,0.0,4.9958,1208.0,Yes,No,Handmade
5327,23.1,23.1,0.0,5.0,359.0,Yes,No,Handmade
5328,11.99,11.99,0.0,5.0,241.0,No,No,Handmade
5329,6.99,6.99,0.0,4.0,60.0,No,No,Handmade
5330,2.95,2.95,0.0,4.9545,795.0,No,No,Handmade
5331,12.59,13.99,10.0,4.9924,1545.0,No,No,Handmade
5332,3.0,3.0,0.0,4.9722,1803.0,Yes,No,Handmade
5333,35.0,35.0,0.0,4.7667,1767.0,Yes,No,Handmade
5334,23.9,23.9,0.0,5.0,109.0,Yes,No,Handmade
5335,11.5,11.5,0.0,4.3333,325.0,Yes,No,Handmade
5336,42.0,42.0,0.0,,,No,No,Handmade
5337,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Handmade
5338,10.0,10.0,0.0,4.1429,132.0,No,No,Handmade
5339,14.0,17.5,20.0,4.9502,2015.0,No,No,Handmade
5340,12.5,12.5,0.0,4.9505,10885.0,No,No,Handmade
5341,18.95,18.95,0.0,4.8913,594.0,Yes,No,Handmade
5342,20.74,20.74,0.0,5.0,78.0,Yes,No,Handmade
5343,104.99,104.99,0.0,5.0,35.0,Yes,No,Handmade
5344,4.5,4.5,0.0,4.9839,829.0,No,No,Handmade
5345,13.0,13.0,0.0,4.9898,11190.0,Yes,No,Handmade
5346,13.3,19.0,30.0,5.0,1594.0,No,No,Handmade
5347,5.6,5.6,0.0,4.9524,608.0,Yes,No,Handmade
5348,40.0,40.0,0.0,4.8333,1212.0,Yes,No,Handmade
5349,575.0,575.0,0.0,5.0,96.0,Yes,No,Handmade
5350,5.0,5.0,0.0,4.9773,1380.0,Yes,No,Handmade
5351,1.0,1.0,0.0,5.0,4.0,No,No,Handmade
5352,6.0,8.0,25.0,4.6111,1195.0,No,No,Handmade
5353,3.85,3.85,0.0,5.0,270.0,Yes,No,Handmade
5354,12.0,12.0,0.0,5.0,372.0,Yes,No,Handmade
5355,1.44,1.44,0.0,4.9757,1222.0,No,No,Handmade
5356,7.18,7.18,0.0,4.8606,466.0,No,No,Handmade
5357,110.25,110.25,0.0,5.0,19.0,No,No,Handmade
5358,2.87,2.87,0.0,5.0,176.0,Yes,No,Handmade
5359,15.96,31.91,50.0,4.9355,870.0,No,No,Handmade
5360,6.5,6.5,0.0,4.9505,10885.0,No,No,Handmade
5361,99.0,99.0,0.0,5.0,1386.0,No,No,Handmade
5362,20.0,20.0,0.0,4.875,1055.0,Yes,No,Handmade
5363,3.74,4.99,25.0,4.5,456.0,No,No,Handmade
5364,3.0,3.0,0.0,4.8941,1091.0,Yes,No,Handmade
5365,20.0,20.0,0.0,,,Yes,No,Handmade
5366,10.0,10.0,0.0,5.0,76.0,No,No,Handmade
5367,12.95,12.95,0.0,4.7667,1767.0,Yes,No,Handmade
5368,58.0,58.0,0.0,4.9565,1299.0,Yes,No,Handmade
5369,2.5,2.5,0.0,4.1429,487.0,Yes,No,Handmade
5370,25.0,25.0,0.0,5.0,11.0,Yes,No,Handmade
5371,2.79,2.79,0.0,5.0,12.0,No,No,Handmade
5372,86.96,86.96,0.0,5.0,103.0,No,No,Handmade
5373,4.85,4.85,0.0,,,No,No,Handmade
5374,6.96,9.94,30.0,4.9286,155.0,No,No,Handmade
5375,10.0,10.0,0.0,5.0,81.0,Yes,No,Handmade
5376,7.46,7.46,0.0,4.9145,6563.0,Yes,Yes,Handmade
5377,15.96,31.91,50.0,4.9355,870.0,No,No,Handmade
5378,10.0,10.0,0.0,4.587,851.0,Yes,No,Handmade
5379,0.89,0.99,10.0,4.9184,4450.0,No,No,Handmade
5380,50.0,50.0,0.0,4.9933,1237.0,Yes,No,Handmade
5381,11.95,11.95,0.0,5.0,163.0,No,No,Handmade
5382,35.99,35.99,0.0,4.9517,6082.0,Yes,No,Handmade
5383,4.31,4.31,0.0,5.0,674.0,No,No,Handmade
5384,9.0,9.0,0.0,5.0,235.0,No,No,Handmade
5385,5.0,5.0,0.0,4.9545,484.0,Yes,No,Handmade
5386,1.0,1.0,0.0,4.8839999999999995,1406.0,No,No,Handmade
5387,20.0,20.0,0.0,,,Yes,No,Handmade
5388,25.0,25.0,0.0,5.0,99.0,Yes,No,Handmade
5389,7.5,7.5,0.0,4.7647,675.0,Yes,No,Handmade
5390,4.15,4.15,0.0,4.9653,813.0,No,No,Handmade
5391,6.17,6.17,0.0,4.894,1308.0,No,No,Handmade
5392,12.0,12.0,0.0,5.0,111.0,Yes,No,Handmade
5393,100.0,100.0,0.0,5.0,270.0,Yes,No,Handmade
5394,12.5,25.0,50.0,4.9853,1971.0,Yes,No,Handmade
5395,1.0,1.0,0.0,4.9524,608.0,Yes,No,Handmade
5396,15.0,15.0,0.0,4.9744,2359.0,Yes,No,Handmade
5397,9.99,9.99,0.0,4.8957,8328.0,Yes,No,Handmade
5398,20.74,20.74,0.0,4.9794,561.0,Yes,No,Handmade
5399,16.0,16.0,0.0,4.9368,4101.0,Yes,No,Handmade
5400,5.99,5.99,0.0,5.0,76.0,Yes,No,Handmade
5401,20.0,20.0,0.0,4.9301,834.0,Yes,No,Handmade
5402,18.75,18.75,0.0,5.0,620.0,Yes,No,Handmade
5403,6.0,6.0,0.0,,,Yes,No,Handmade
5404,3.2,3.2,0.0,4.9796,18904.0,No,No,Handmade
5405,15.0,15.0,0.0,5.0,3398.0,Yes,No,Handmade
5406,22.0,22.0,0.0,4.8,913.0,Yes,No,Handmade
5407,23.93,23.93,0.0,5.0,139.0,Yes,No,Handmade
5408,22.11,22.11,0.0,5.0,113.0,Yes,No,Handmade
