,Price,Original_Price,Off(%),Rating,Reviews,Free_shipping,Best_seller,Theme
121,550.0,550.0,0.0,4.9815,132.0,Yes,No,Destination
122,5.75,5.75,0.0,,,Yes,No,Destination
123,18.0,18.0,0.0,5.0,791.0,Yes,No,Destination
124,1.44,1.44,0.0,5.0,11.0,No,No,Destination
125,2.88,2.88,0.0,4.9556,527.0,No,No,Destination
126,22.5,22.5,0.0,,,No,No,Destination
127,12.3,12.3,0.0,5.0,1.0,No,No,Destination
128,50.0,50.0,0.0,4.7027,703.0,Yes,No,Destination
129,2.0,2.0,0.0,4.958,13588.0,Yes,No,Destination
130,19.99,19.99,0.0,4.9783,2623.0,Yes,No,Destination
131,5.0,5.0,0.0,4.7692,84.0,Yes,No,Destination
132,1.95,1.95,0.0,4.8826,446.0,No,No,Destination
133,9.52,9.52,0.0,5.0,11.0,No,No,Destination
134,54.04,54.04,0.0,4.9813,653.0,No,No,Destination
135,8.73,8.73,0.0,4.8905,1254.0,No,No,Destination
136,5.0,5.0,0.0,5.0,6.0,Yes,No,Destination
137,5.4,9.0,40.0,4.9576,7188.0,No,No,Destination
138,8.05,8.05,0.0,5.0,1155.0,Yes,No,Destination
139,1.43,1.43,0.0,4.9561,341.0,No,No,Destination
140,3.24,3.24,0.0,5.0,19.0,No,No,Destination
141,2.31,2.31,0.0,4.9248,403.0,No,No,Destination
142,1.28,1.6,20.0,4.9843,1045.0,No,No,Destination
143,5.0,5.0,0.0,4.8854,10183.0,Yes,No,Destination
144,20.0,20.0,0.0,4.8824,1055.0,Yes,No,Destination
145,2.4,3.0,20.0,4.9859,357.0,Yes,No,Destination
146,4.14,4.14,0.0,4.5,66.0,Yes,No,Destination
147,30.0,30.0,0.0,4.9933,1236.0,Yes,No,Destination
148,20.0,20.0,0.0,,,Yes,No,Destination
149,2.16,2.16,0.0,4.9877,369.0,No,No,Destination
150,25.0,25.0,0.0,4.9086,3599.0,No,No,Destination
151,2.52,2.52,0.0,4.9239999999999995,2468.0,No,No,Destination
152,1.44,1.44,0.0,5.0,48.0,No,No,Destination
153,2.7,2.7,0.0,5.0,142.0,No,No,Destination
154,25.0,25.0,0.0,4.9306,1285.0,Yes,No,Destination
155,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Destination
156,3.99,3.99,0.0,,,No,No,Destination
157,12.0,12.0,0.0,5.0,846.0,Yes,No,Destination
158,11.99,19.99,40.0,4.9779,3295.0,No,No,Destination
159,1.3,1.44,10.0,4.9556,527.0,No,No,Destination
160,14.08,14.08,0.0,5.0,1.0,No,No,Destination
161,2.0,2.0,0.0,4.958,13588.0,Yes,No,Destination
162,18.0,18.0,0.0,5.0,791.0,Yes,No,Destination
163,12.22,17.46,30.0,5.0,11.0,No,No,Destination
164,8.73,8.73,0.0,4.8905,1254.0,No,No,Destination
165,2.3,2.3,0.0,4.9649,914.0,No,No,Destination
166,5.0,5.0,0.0,4.8854,10183.0,Yes,No,Destination
167,4.95,4.95,0.0,4.9231,13.0,Yes,No,Destination
168,10.09,10.09,0.0,5.0,9.0,No,No,Destination
169,42.94,42.94,0.0,,,No,No,Destination
170,50.0,50.0,0.0,4.7027,703.0,Yes,No,Destination
171,8.75,8.75,0.0,4.5542,571.0,Yes,No,Destination
172,3.6,3.6,0.0,5.0,14.0,No,No,Destination
173,7.96,9.37,15.0,4.7733,2376.0,No,No,Destination
174,1.2,1.2,0.0,2.9481,115.0,Yes,No,Destination
175,3.0,3.0,0.0,4.8636,157.0,Yes,No,Destination
176,0.78,0.86,9.0,4.9733,2448.0,No,No,Destination
177,45.0,45.0,0.0,,,No,No,Destination
178,19.85,39.7,50.0,5.0,21.0,Yes,No,Destination
179,3.0,3.0,0.0,5.0,9.0,No,No,Destination
180,6.99,9.99,30.0,4.9948,239.0,No,No,Destination
181,0.72,0.72,0.0,4.9565,23.0,No,No,Destination
182,2.81,2.81,0.0,4.8942,242.0,Yes,No,Destination
183,16.0,16.0,0.0,4.9846,781.0,Yes,No,Destination
184,9.5,9.5,0.0,5.0,10.0,No,No,Destination
185,2.4,3.0,20.0,4.9859,357.0,Yes,No,Destination
186,5.0,5.0,0.0,5.0,337.0,Yes,No,Destination
187,2.16,2.16,0.0,4.9155,793.0,No,No,Destination
188,5.4,9.0,40.0,4.9576,7188.0,No,No,Destination
189,5.81,5.81,0.0,5.0,36.0,Yes,No,Destination
190,50.0,50.0,0.0,4.9933,1236.0,Yes,No,Destination
191,20.0,20.0,0.0,4.8824,1055.0,Yes,No,Destination
192,4.14,4.14,0.0,4.5,66.0,Yes,No,Destination
193,2.88,2.88,0.0,4.9877,369.0,No,No,Destination
194,20.0,20.0,0.0,,,Yes,No,Destination
195,2.52,2.52,0.0,4.9239999999999995,2468.0,No,No,Destination
196,3.19,3.19,0.0,5.0,142.0,No,No,Destination
197,25.0,25.0,0.0,4.9086,3599.0,No,No,Destination
198,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Destination
199,25.0,25.0,0.0,4.9306,1285.0,Yes,No,Destination
200,3.99,3.99,0.0,,,No,No,Destination
201,2.0,2.0,0.0,4.958,13588.0,No,No,Destination
202,2.88,2.88,0.0,4.9556,527.0,No,No,Destination
203,14.08,14.08,0.0,5.0,1.0,No,No,Destination
204,9.52,9.52,0.0,5.0,11.0,No,No,Destination
205,10.09,10.09,0.0,5.0,9.0,No,No,Destination
206,30.62,36.03,15.0,4.9438,8036.0,No,No,Destination
207,1.44,1.44,0.0,5.0,48.0,No,No,Destination
208,19.52,19.52,0.0,4.9623,185.0,Yes,No,Destination
209,22.08,22.08,0.0,4.0,34.0,Yes,No,Destination
210,14.0,14.0,0.0,4.9318,946.0,No,No,Destination
211,1.35,1.35,0.0,4.8571,61.0,Yes,No,Destination
212,30.0,60.0,50.0,4.9828,145.0,No,No,Destination
213,5.0,5.0,0.0,5.0,303.0,Yes,No,Destination
214,8.0,8.0,0.0,4.8636,157.0,Yes,No,Destination
215,2.95,2.95,0.0,5.0,515.0,No,No,Destination
216,4.31,4.31,0.0,4.9121,91.0,No,No,Destination
217,2.87,2.87,0.0,4.9847,1617.0,No,No,Destination
218,100.0,100.0,0.0,4.9819,2685.0,Yes,No,Destination
219,7.14,7.14,0.0,4.988,1059.0,No,No,Destination
220,7.96,9.37,15.0,4.7733,2376.0,No,No,Destination
221,1.44,1.44,0.0,5.0,6.0,No,No,Destination
222,15.0,15.0,0.0,4.9091,21.0,Yes,No,Destination
223,16.94,19.93,15.0,4.9552,396.0,Yes,No,Destination
224,25.0,25.0,0.0,5.0,99.0,Yes,No,Destination
225,4.76,4.76,0.0,,,No,No,Destination
226,25.0,25.0,0.0,5.0,9.0,Yes,No,Destination
227,11.09,18.49,40.0,4.9659,2092.0,No,No,Destination
228,20.0,20.0,0.0,5.0,328.0,Yes,No,Destination
229,9.99,9.99,0.0,4.85,138.0,No,No,Destination
230,5.3,5.3,0.0,4.9506,1943.0,Yes,No,Destination
231,100.0,100.0,0.0,4.8889,500.0,Yes,No,Destination
232,5.0,5.0,0.0,5.0,337.0,Yes,No,Destination
233,15.87,15.87,0.0,4.8905,1254.0,No,No,Destination
234,4.97,4.97,0.0,5.0,19.0,No,No,Destination
235,50.0,50.0,0.0,4.9933,1236.0,Yes,No,Destination
236,20.0,20.0,0.0,4.8824,1055.0,Yes,No,Destination
237,20.0,20.0,0.0,,,Yes,No,Destination
238,4.14,4.14,0.0,4.5,66.0,Yes,No,Destination
239,2.59,2.59,0.0,4.9877,369.0,No,No,Destination
240,2.52,2.52,0.0,4.9239999999999995,2468.0,No,No,Destination
241,3.99,3.99,0.0,,,No,No,Destination
242,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Destination
243,14.08,14.08,0.0,5.0,1.0,No,No,Destination
244,2.0,2.0,0.0,4.958,13588.0,Yes,No,Destination
245,1.3,1.44,10.0,4.9556,527.0,No,No,Destination
246,65.0,65.0,0.0,4.9306,1285.0,Yes,No,Destination
247,2.95,2.95,0.0,5.0,515.0,No,No,Destination
248,7.0,14.0,50.0,4.9828,145.0,No,No,Destination
249,14.41,14.41,0.0,5.0,9.0,No,No,Destination
250,1.44,1.44,0.0,5.0,6.0,No,No,Destination
251,7.96,9.37,15.0,4.7733,2376.0,No,No,Destination
252,61.11,61.11,0.0,4.988,1059.0,Yes,No,Destination
253,12.0,15.0,20.0,4.8077,696.0,Yes,No,Destination
254,4.25,4.25,0.0,5.0,19.0,No,No,Destination
255,1.56,2.6,40.0,4.9071,2609.0,Yes,No,Destination
256,100.0,100.0,0.0,5.0,48.0,Yes,No,Destination
257,5.81,5.81,0.0,5.0,36.0,Yes,No,Destination
258,2.23,2.23,0.0,5.0,87.0,No,No,Destination
259,3.0,3.0,0.0,4.9883,198.0,Yes,No,Destination
260,8.5,8.5,0.0,4.96,42.0,No,No,Destination
261,2.99,4.99,40.0,4.9576,7188.0,No,No,Destination
262,100.0,100.0,0.0,,,Yes,No,Destination
263,8.73,8.73,0.0,4.8905,1254.0,No,No,Destination
264,1.44,1.44,0.0,5.0,11.0,No,No,Destination
265,1.35,1.35,0.0,4.8571,61.0,Yes,No,Destination
266,18.0,18.0,0.0,4.9744,128.0,No,No,Destination
267,5.0,5.0,0.0,,,Yes,No,Destination
268,21.62,21.62,0.0,4.92,81.0,No,No,Destination
269,3.07,3.07,0.0,,,Yes,No,Destination
270,13.99,13.99,0.0,4.85,138.0,No,No,Destination
271,28.0,28.0,0.0,5.0,110.0,Yes,No,Destination
272,10.9,10.9,0.0,5.0,1.0,Yes,No,Destination
273,50.0,50.0,0.0,4.7027,703.0,Yes,No,Destination
274,25.0,25.0,0.0,5.0,9.0,Yes,No,Destination
275,60.51,60.51,0.0,5.0,26.0,No,No,Destination
276,3.25,3.25,0.0,4.7667,175.0,No,No,Destination
277,8.99,8.99,0.0,5.0,164.0,No,No,Destination
278,11.04,11.04,0.0,4.9804,97.0,Yes,No,Destination
279,2.81,2.81,0.0,4.8942,242.0,Yes,No,Destination
280,20.0,20.0,0.0,4.9933,1236.0,Yes,No,Destination
281,20.0,20.0,0.0,4.8824,1055.0,Yes,No,Destination
282,4.14,4.14,0.0,4.5,66.0,Yes,No,Destination
283,20.0,20.0,0.0,,,Yes,No,Destination
284,2.59,2.59,0.0,4.9877,369.0,No,No,Destination
285,3.99,3.99,0.0,,,No,No,Destination
286,2.52,2.52,0.0,4.9239999999999995,2468.0,No,No,Destination
287,14.08,14.08,0.0,5.0,1.0,No,No,Destination
288,65.0,65.0,0.0,4.9306,1285.0,Yes,No,Destination
289,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Destination
290,2.0,2.0,0.0,4.958,13588.0,Yes,No,Destination
291,10.09,10.09,0.0,5.0,9.0,No,No,Destination
292,7.96,9.37,15.0,4.7733,2376.0,No,No,Destination
293,3.24,3.24,0.0,5.0,19.0,No,No,Destination
294,2.88,2.88,0.0,4.9556,527.0,No,No,Destination
295,30.0,60.0,50.0,4.9828,145.0,No,No,Destination
296,100.0,100.0,0.0,5.0,48.0,Yes,No,Destination
297,28.0,28.0,0.0,5.0,110.0,Yes,No,Destination
298,40.0,40.0,0.0,4.8333,1212.0,Yes,No,Destination
299,200.0,200.0,0.0,5.0,339.0,Yes,No,Destination
300,50.0,50.0,0.0,4.7027,703.0,Yes,No,Destination
301,20.0,20.0,0.0,4.9351,1968.0,Yes,No,Destination
302,7.22,10.32,30.0,4.9714,2081.0,No,No,Destination
303,5.99,9.99,40.0,4.9779,3295.0,No,No,Destination
304,1.55,1.55,0.0,,,No,No,Destination
305,21.75,29.0,25.0,5.0,143.0,No,No,Destination
306,30.0,30.0,0.0,4.987,323.0,No,No,Destination
307,117.16,117.16,0.0,5.0,513.0,Yes,No,Destination
308,21.75,29.0,25.0,4.9795,3889.0,Yes,No,Destination
309,3.55,3.55,0.0,4.8932,1086.0,Yes,No,Destination
310,5.04,5.04,0.0,,,Yes,No,Destination
311,28.82,28.82,0.0,4.9143,209.0,No,No,Destination
312,3.53,3.53,0.0,4.9121,91.0,No,No,Destination
313,3.44,4.29,20.0,4.96,262.0,No,No,Destination
314,5.0,5.0,0.0,4.8854,10183.0,Yes,No,Destination
315,1.43,1.43,0.0,4.8942,242.0,Yes,No,Destination
316,65.0,65.0,0.0,,,No,No,Destination
317,19.85,39.7,50.0,5.0,21.0,Yes,No,Destination
318,11.6,11.6,0.0,5.0,149.0,Yes,No,Destination
319,16.0,16.0,0.0,4.9846,781.0,Yes,No,Destination
320,18.0,18.0,0.0,5.0,791.0,Yes,No,Destination
321,16.94,19.93,15.0,4.9552,396.0,Yes,No,Destination
322,20.0,20.0,0.0,5.0,1.0,Yes,No,Destination
323,199.0,199.0,0.0,5.0,20.0,Yes,No,Destination
324,5.95,5.95,0.0,4.8905,1254.0,No,No,Destination
325,50.0,50.0,0.0,4.9933,1236.0,Yes,No,Destination
326,4.14,4.14,0.0,4.5,66.0,Yes,No,Destination
327,20.0,20.0,0.0,4.8824,1055.0,Yes,No,Destination
328,20.0,20.0,0.0,,,Yes,No,Destination
329,7.57,7.57,0.0,4.9877,369.0,No,No,Destination
330,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Destination
331,14.08,14.08,0.0,5.0,1.0,No,No,Destination
332,2.52,2.52,0.0,4.9239999999999995,2468.0,No,No,Destination
333,100.88,100.88,0.0,5.0,9.0,No,No,Destination
334,7.35,8.65,15.0,4.7733,2376.0,No,No,Destination
335,4.25,4.25,0.0,5.0,19.0,No,No,Destination
336,28.0,28.0,0.0,5.0,110.0,Yes,No,Destination
337,200.0,200.0,0.0,5.0,339.0,Yes,No,Destination
338,40.0,40.0,0.0,4.8333,1212.0,Yes,No,Destination
339,65.0,65.0,0.0,,,No,No,Destination
340,20.0,20.0,0.0,4.9351,1968.0,Yes,No,Destination
341,11.99,19.99,40.0,4.9779,3295.0,No,No,Destination
342,1.3,1.44,10.0,4.9556,527.0,No,No,Destination
343,5.4,9.0,40.0,4.9576,7188.0,No,No,Destination
344,16.94,19.93,15.0,4.9552,396.0,Yes,No,Destination
345,2.23,2.23,0.0,5.0,87.0,No,No,Destination
346,4.1,4.1,0.0,4.9054,85.0,No,No,Destination
347,3.55,3.55,0.0,4.8932,1086.0,Yes,No,Destination
348,397.0,397.0,0.0,5.0,177.0,Yes,No,Destination
349,1.8,1.8,0.0,4.9155,793.0,No,No,Destination
350,6.95,6.95,0.0,,,No,No,Destination
351,4.99,4.99,0.0,5.0,1.0,No,No,Destination
352,12.0,12.0,0.0,,,Yes,No,Destination
353,25.0,25.0,0.0,5.0,99.0,Yes,No,Destination
354,2.33,2.33,0.0,5.0,142.0,No,No,Destination
355,2.3,2.3,0.0,2.9481,115.0,Yes,No,Destination
356,360.0,360.0,0.0,4.8788,838.0,Yes,No,Destination
357,54.04,54.04,0.0,5.0,14.0,No,No,Destination
358,30.0,60.0,50.0,4.9828,145.0,No,No,Destination
359,25.0,25.0,0.0,5.0,9.0,Yes,No,Destination
360,2.95,2.95,0.0,5.0,515.0,No,No,Destination
361,20.0,20.0,0.0,4.8462,1520.0,Yes,No,Destination
362,2.88,2.88,0.0,4.9248,403.0,No,No,Destination
363,25.0,25.0,0.0,4.9086,3599.0,No,No,Destination
364,1.75,1.75,0.0,4.9571,6264.0,Yes,No,Destination
365,15.0,15.0,0.0,4.9109,1898.0,No,No,Destination
366,19.95,19.95,0.0,4.9918,672.0,Yes,No,Destination
367,27.78,27.78,0.0,4.9615,1082.0,Yes,No,Destination
368,10.5,10.5,0.0,4.9692,482.0,Yes,No,Destination
369,20.0,20.0,0.0,4.8824,1055.0,Yes,No,Destination
370,16.63,16.63,0.0,4.9167,148.0,No,No,Destination
371,20.0,20.0,0.0,,,Yes,No,Destination
372,50.0,50.0,0.0,4.9933,1236.0,Yes,No,Destination
373,2.16,2.16,0.0,4.9877,369.0,No,No,Destination
374,4.14,4.14,0.0,4.5,66.0,Yes,No,Destination
375,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Destination
376,14.08,14.08,0.0,5.0,1.0,No,No,Destination
377,7.35,8.65,15.0,4.7733,2376.0,No,No,Destination
378,2.52,2.52,0.0,4.9239999999999995,2468.0,No,No,Destination
379,28.0,28.0,0.0,5.0,110.0,Yes,No,Destination
380,40.0,40.0,0.0,4.8333,1212.0,Yes,No,Destination
381,65.0,65.0,0.0,,,No,No,Destination
382,1.3,1.44,10.0,4.9556,527.0,No,No,Destination
383,3.55,3.55,0.0,4.8932,1086.0,Yes,No,Destination
384,5.34,10.68,50.0,4.9828,145.0,No,No,Destination
385,360.0,360.0,0.0,4.8788,838.0,Yes,No,Destination
386,11.99,19.99,40.0,4.9779,3295.0,No,No,Destination
387,25.0,25.0,0.0,4.9086,3599.0,No,No,Destination
388,2.33,2.33,0.0,5.0,142.0,No,No,Destination
389,10.5,10.5,0.0,4.9692,482.0,Yes,No,Destination
390,11.87,11.87,0.0,4.9167,148.0,No,No,Destination
391,2.88,2.88,0.0,4.9248,403.0,No,No,Destination
392,3.0,3.0,0.0,4.8636,157.0,Yes,No,Destination
393,793.65,793.65,0.0,5.0,71.0,Yes,No,Destination
394,12.27,12.27,0.0,5.0,8.0,Yes,No,Destination
395,9.0,9.0,0.0,4.7143,117.0,No,No,Destination
396,8.25,8.25,0.0,4.9708,538.0,Yes,No,Destination
397,1.43,1.43,0.0,4.9561,341.0,No,No,Destination
398,26.95,29.95,10.0,4.9934,4903.0,No,No,Destination
399,14.0,14.0,0.0,4.9318,946.0,No,No,Destination
400,2.5,2.5,0.0,5.0,2.0,Yes,No,Destination
401,1.72,1.72,0.0,5.0,7.0,No,No,Destination
402,2.0,2.0,0.0,4.958,13588.0,Yes,No,Destination
403,18.0,18.0,0.0,5.0,791.0,Yes,No,Destination
404,27.77,27.77,0.0,5.0,36.0,No,No,Destination
405,6.39,7.99,20.0,4.9572,680.0,No,No,Destination
406,4.0,4.0,0.0,5.0,15.0,No,No,Destination
407,23.0,23.0,0.0,,,No,No,Destination
408,5.0,5.0,0.0,4.8854,10183.0,Yes,No,Destination
409,7.21,7.21,0.0,,,No,No,Destination
410,137.16,137.16,0.0,5.0,513.0,Yes,No,Destination
411,2.81,2.81,0.0,4.8942,242.0,Yes,No,Destination
412,65.0,65.0,0.0,4.9754,1919.0,Yes,No,Destination
413,250.0,250.0,0.0,5.0,339.0,Yes,No,Destination
414,20.0,20.0,0.0,4.8824,1055.0,Yes,No,Destination
415,15.87,15.87,0.0,4.8905,1254.0,No,No,Destination
416,50.0,50.0,0.0,4.9933,1236.0,Yes,No,Destination
417,3.31,3.31,0.0,4.5,66.0,Yes,No,Destination
418,7.57,7.57,0.0,4.9877,369.0,No,No,Destination
419,20.0,20.0,0.0,,,Yes,No,Destination
420,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Destination
421,14.08,14.08,0.0,5.0,1.0,No,No,Destination
422,28.0,28.0,0.0,5.0,110.0,Yes,No,Destination
423,7.35,8.65,15.0,4.7733,2376.0,No,No,Destination
424,2.52,2.52,0.0,4.9239999999999995,2468.0,No,No,Destination
425,40.0,40.0,0.0,4.8333,1212.0,Yes,No,Destination
426,360.0,360.0,0.0,4.8788,838.0,Yes,No,Destination
427,1.3,1.44,10.0,4.9556,527.0,No,No,Destination
428,9.0,9.0,0.0,4.7143,117.0,No,No,Destination
429,30.0,60.0,50.0,4.9828,145.0,No,No,Destination
430,11.99,19.99,40.0,4.9779,3295.0,No,No,Destination
431,25.0,25.0,0.0,4.9086,3599.0,No,No,Destination
432,2.31,2.31,0.0,4.9248,403.0,No,No,Destination
433,11.87,11.87,0.0,4.9167,148.0,No,No,Destination
434,8.25,8.25,0.0,4.9708,538.0,No,No,Destination
435,11.04,11.04,0.0,4.9804,97.0,Yes,No,Destination
436,7.86,13.1,40.0,4.8705,836.0,No,No,Destination
437,13.99,19.99,30.0,4.8706,378.0,No,No,Destination
438,150.0,150.0,0.0,5.0,6.0,Yes,No,Destination
439,5.99,9.99,40.0,4.9298,1220.0,No,No,Destination
440,350.0,350.0,0.0,5.0,339.0,Yes,No,Destination
441,18.0,18.0,0.0,5.0,791.0,Yes,No,Destination
442,5.0,5.0,0.0,5.0,3.0,Yes,No,Destination
443,9.99,9.99,0.0,5.0,12.0,No,No,Destination
444,545.0,545.0,0.0,5.0,4.0,Yes,No,Destination
445,5.75,5.75,0.0,4.9883,198.0,Yes,No,Destination
446,7.0,7.0,0.0,4.8904,4817.0,No,No,Destination
447,2.81,2.81,0.0,4.8942,242.0,Yes,No,Destination
448,12.0,12.0,0.0,4.9111,114.0,Yes,No,Destination
449,1.66,1.66,0.0,4.9694,115.0,No,No,Destination
450,5.81,5.81,0.0,5.0,36.0,Yes,No,Destination
451,50.0,50.0,0.0,4.7027,703.0,Yes,No,Destination
452,2.86,2.86,0.0,,,Yes,No,Destination
453,15.5,15.5,0.0,5.0,14.0,Yes,No,Destination
454,6.3,6.3,0.0,4.9506,1943.0,Yes,No,Destination
455,14.41,14.41,0.0,,,No,No,Destination
456,19.52,19.52,0.0,4.9623,185.0,Yes,No,Destination
457,2.16,2.16,0.0,5.0,87.0,No,No,Destination
458,8.31,8.31,0.0,5.0,285.0,No,No,Destination
459,2.21,2.21,0.0,,,Yes,No,Destination
460,20.0,20.0,0.0,4.8824,1055.0,Yes,No,Destination
461,50.0,50.0,0.0,4.9933,1236.0,Yes,No,Destination
462,4.14,4.14,0.0,4.5,66.0,Yes,No,Destination
463,14.34,14.34,0.0,4.9877,369.0,No,No,Destination
464,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Destination
465,20.0,20.0,0.0,,,Yes,No,Destination
466,7.35,8.65,15.0,4.7733,2376.0,No,No,Destination
467,7.36,7.36,0.0,5.0,1.0,Yes,No,Destination
468,40.0,40.0,0.0,4.8333,1212.0,Yes,No,Destination
469,28.0,28.0,0.0,5.0,110.0,Yes,No,Destination
470,1.3,1.44,10.0,4.9556,527.0,No,No,Destination
471,9.0,9.0,0.0,4.7143,117.0,No,No,Destination
472,8.54,17.09,50.0,4.9828,145.0,No,No,Destination
473,25.0,25.0,0.0,4.9086,3599.0,No,No,Destination
474,2.31,2.31,0.0,4.9248,403.0,No,No,Destination
475,5.0,5.0,0.0,5.0,6.0,Yes,No,Destination
476,2.86,2.86,0.0,,,Yes,No,Destination
477,5.99,9.99,40.0,4.9298,1220.0,No,No,Destination
478,25.0,25.0,0.0,5.0,9.0,Yes,No,Destination
479,4.5,4.5,0.0,4.9661,429.0,Yes,No,Destination
480,2.52,2.52,0.0,4.9239999999999995,2468.0,No,No,Destination
481,18.73,18.73,0.0,4.9615,383.0,No,No,Destination
482,5.81,5.81,0.0,5.0,36.0,Yes,No,Destination
483,9.0,9.0,0.0,4.9318,946.0,No,No,Destination
484,1.15,1.15,0.0,4.9649,914.0,No,No,Destination
485,10.0,10.0,0.0,5.0,34.0,Yes,No,Destination
486,45.0,45.0,0.0,,,No,No,Destination
487,422.22,422.22,0.0,5.0,102.0,Yes,No,Destination
488,9.09,12.99,30.0,4.9444,2012.0,No,No,Destination
489,0.77,1.1,30.0,4.9787,1136.0,No,No,Destination
490,45.0,45.0,0.0,5.0,113.0,Yes,No,Destination
491,33.15,33.15,0.0,4.6667,20.0,No,No,Destination
492,6.13,6.13,0.0,5.0,26.0,No,No,Destination
493,2.99,2.99,0.0,5.0,4.0,Yes,No,Destination
494,15.0,15.0,0.0,4.971,512.0,Yes,No,Destination
495,1.8,1.8,0.0,5.0,31.0,No,No,Destination
496,7.0,7.0,0.0,5.0,1.0,Yes,No,Destination
497,3.55,3.55,0.0,4.8932,1086.0,Yes,No,Destination
498,7.3,8.59,15.0,4.925,80.0,No,No,Destination
499,1.44,1.44,0.0,5.0,5.0,No,No,Destination
500,24.99,24.99,0.0,5.0,164.0,No,No,Destination
501,65.0,65.0,0.0,4.9306,1285.0,Yes,No,Destination
502,6.13,6.13,0.0,5.0,8.0,Yes,No,Destination
503,11.4,11.4,0.0,5.0,1155.0,Yes,No,Destination
504,15.85,15.85,0.0,5.0,91.0,No,No,Destination
505,50.0,50.0,0.0,4.9933,1236.0,Yes,No,Destination
506,20.0,20.0,0.0,4.8824,1055.0,Yes,No,Destination
507,4.14,4.14,0.0,4.5,66.0,Yes,No,Destination
508,20.0,20.0,0.0,,,Yes,No,Destination
509,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Destination
510,7.36,7.36,0.0,5.0,1.0,Yes,No,Destination
511,7.35,8.65,15.0,4.7733,2376.0,No,No,Destination
512,40.0,40.0,0.0,4.8333,1212.0,Yes,No,Destination
513,2.88,2.88,0.0,4.9556,527.0,No,No,Destination
514,2.59,2.59,0.0,4.9877,369.0,No,No,Destination
515,25.0,25.0,0.0,4.9086,3599.0,No,No,Destination
516,30.0,60.0,50.0,4.9828,145.0,No,No,Destination
517,2.31,2.31,0.0,4.9248,403.0,No,No,Destination
518,2.5,2.5,0.0,5.0,6.0,Yes,No,Destination
519,5.99,9.99,40.0,4.9298,1220.0,No,No,Destination
520,10.81,10.81,0.0,4.9615,383.0,No,No,Destination
521,45.0,45.0,0.0,5.0,113.0,Yes,No,Destination
522,1.78,1.78,0.0,,,Yes,No,Destination
523,4.5,4.5,0.0,4.9661,429.0,Yes,No,Destination
524,7.0,7.0,0.0,5.0,1.0,Yes,No,Destination
525,14.0,14.0,0.0,4.9318,946.0,No,No,Destination
526,3.55,3.55,0.0,4.8932,1086.0,Yes,No,Destination
527,3.95,3.95,0.0,4.9231,13.0,Yes,No,Destination
528,2.52,2.52,0.0,4.9239999999999995,2468.0,No,No,Destination
529,2.5,2.5,0.0,4.9506,1943.0,Yes,No,Destination
530,20.0,20.0,0.0,,,No,No,Destination
531,2.45,2.45,0.0,,,No,No,Destination
532,15.0,15.0,0.0,4.6429,163.0,Yes,No,Destination
533,356.68,356.68,0.0,5.0,35.0,No,No,Destination
534,1.8,1.8,0.0,5.0,31.0,No,No,Destination
535,20.0,20.0,0.0,5.0,2.0,No,No,Destination
536,22.62,30.16,25.0,4.9588,700.0,No,No,Destination
537,2.0,2.0,0.0,4.958,13588.0,Yes,No,Destination
538,3.0,3.0,0.0,4.9697,135.0,Yes,No,Destination
539,2.3,2.3,0.0,4.9649,914.0,No,No,Destination
540,18.19,25.99,30.0,4.9444,2012.0,No,No,Destination
541,8.73,8.73,0.0,4.8905,1254.0,No,No,Destination
542,18.0,18.0,0.0,5.0,791.0,Yes,No,Destination
543,50.0,50.0,0.0,4.7027,703.0,Yes,No,Destination
544,1.23,1.23,0.0,,,No,No,Destination
545,2.88,2.88,0.0,4.9499,504.0,No,No,Destination
546,8.0,8.0,0.0,5.0,1.0,Yes,No,Destination
547,25.0,25.0,0.0,5.0,9.0,Yes,No,Destination
548,5.99,9.99,40.0,4.9779,3295.0,No,No,Destination
549,20.0,20.0,0.0,4.8824,1055.0,Yes,No,Destination
550,3.6,3.6,0.0,4.9813,653.0,No,No,Destination
551,50.0,50.0,0.0,4.9933,1236.0,Yes,No,Destination
552,20.0,20.0,0.0,,,Yes,No,Destination
553,4.14,4.14,0.0,4.5,66.0,Yes,No,Destination
554,7.36,7.36,0.0,5.0,1.0,Yes,No,Destination
555,7.35,8.65,15.0,4.7733,2376.0,No,No,Destination
556,40.0,40.0,0.0,4.8333,1212.0,Yes,No,Destination
557,1.3,1.44,10.0,4.9556,527.0,No,No,Destination
558,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Destination
559,3.6,3.6,0.0,4.9877,369.0,No,No,Destination
560,7.0,14.0,50.0,4.9828,145.0,No,No,Destination
561,2.31,2.31,0.0,4.9248,403.0,No,No,Destination
562,3.55,3.55,0.0,4.8932,1086.0,Yes,No,Destination
563,2.52,2.52,0.0,4.9239999999999995,2468.0,No,No,Destination
564,20.0,20.0,0.0,5.0,2.0,No,No,Destination
