,Price,Original_Price,Off(%),Rating,Reviews,Free_shipping,Best_seller,Season
2566,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2567,13.8,18.4,25.0,4.9583,2589.0,No,No,Summer
2568,24.54,24.54,0.0,,,No,No,Summer
2569,10.2,17.0,40.0,4.9577,7189.0,No,No,Summer
2570,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2571,3.15,4.2,25.0,4.7333,15.0,No,No,Summer
2572,17.29,17.29,0.0,5.0,10.0,Yes,No,Summer
2573,5.0,5.0,0.0,4.95,25.0,No,No,Summer
2574,21.75,29.0,25.0,5.0,143.0,No,No,Summer
2575,10.76,10.76,0.0,,,Yes,No,Summer
2576,6.0,6.0,0.0,5.0,10.0,Yes,No,Summer
2577,8.99,8.99,0.0,5.0,1.0,Yes,No,Summer
2578,3.25,3.25,0.0,5.0,82.0,No,No,Summer
2579,14.64,14.64,0.0,5.0,52.0,No,No,Summer
2580,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2581,10.0,10.0,0.0,4.9351,1968.0,No,No,Summer
2582,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2583,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2584,9.46,9.46,0.0,4.933,198.0,No,No,Summer
2585,21.75,29.0,25.0,5.0,143.0,No,No,Summer
2586,0.77,1.1,30.0,4.9787,1136.0,No,No,Summer
2587,9.46,9.46,0.0,4.933,198.0,No,No,Summer
2588,6.29,8.99,30.0,4.921,1334.0,No,No,Summer
2589,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2590,9.46,9.46,0.0,4.933,198.0,No,No,Summer
2591,15.0,15.0,0.0,,,Yes,No,Summer
2592,8.31,8.31,0.0,5.0,269.0,Yes,No,Summer
2593,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2594,28.82,28.82,0.0,4.963,27.0,No,No,Summer
2595,43.23,43.23,0.0,4.963,27.0,No,No,Summer
2596,8.14,8.14,0.0,5.0,11.0,No,No,Summer
2597,6.99,9.99,30.0,4.8706,378.0,No,No,Summer
2598,10.19,11.99,15.0,4.9492,1286.0,No,No,Summer
2599,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2600,10.0,10.0,0.0,5.0,8.0,Yes,No,Summer
2601,9.2,9.2,0.0,5.0,19.0,No,No,Summer
2602,5.99,5.99,0.0,5.0,1.0,Yes,No,Summer
2603,9.5,9.5,0.0,5.0,132.0,No,No,Summer
2604,3.0,4.0,25.0,4.7333,15.0,No,No,Summer
2605,4.31,4.31,0.0,4.9675,757.0,No,No,Summer
2606,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
2607,46.7,46.7,0.0,5.0,55.0,Yes,No,Summer
2608,12.27,12.27,0.0,,,No,No,Summer
2609,12.0,12.0,0.0,4.8333,212.0,Yes,No,Summer
2610,12.0,12.0,0.0,4.8333,212.0,Yes,No,Summer
2611,1.0,1.0,0.0,5.0,16.0,No,No,Summer
2612,10.35,13.8,25.0,4.7333,15.0,No,No,Summer
2613,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2614,6.65,6.65,0.0,5.0,9.0,No,No,Summer
2615,6.65,6.65,0.0,5.0,9.0,No,No,Summer
2616,2.8,4.0,30.0,,,No,No,Summer
2617,6.65,6.65,0.0,5.0,9.0,No,No,Summer
2618,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2619,7.2,8.0,10.0,5.0,19.0,No,No,Summer
2620,7.7,11.0,30.0,4.803,174.0,No,No,Summer
2621,2.07,2.07,0.0,5.0,55.0,Yes,No,Summer
2622,2.99,2.99,0.0,,,No,No,Summer
2623,7.96,9.95,20.0,4.9574,195.0,No,No,Summer
2624,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2625,5.0,5.0,0.0,4.6364,76.0,Yes,No,Summer
2626,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2627,18.0,18.0,0.0,5.0,295.0,Yes,No,Summer
2628,59.0,59.0,0.0,4.9755,1920.0,Yes,No,Summer
2629,17.29,17.29,0.0,4.8913,593.0,Yes,No,Summer
2630,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2631,43.23,43.23,0.0,4.963,27.0,No,No,Summer
2632,8.73,8.73,0.0,4.8905,1254.0,No,No,Summer
2633,60.0,60.0,0.0,4.9755,1920.0,Yes,No,Summer
2634,10.0,10.0,0.0,4.9897,11184.0,Yes,No,Summer
2635,8.95,8.95,0.0,4.9779,461.0,No,No,Summer
2636,104.28,104.28,0.0,4.875,288.0,Yes,No,Summer
2637,6.99,9.99,30.0,4.8706,378.0,No,No,Summer
2638,12.97,12.97,0.0,5.0,1.0,No,No,Summer
2639,6.99,9.99,30.0,4.8706,378.0,No,No,Summer
2640,6.65,6.65,0.0,5.0,9.0,No,No,Summer
2641,16.79,23.99,30.0,4.921,1334.0,No,No,Summer
2642,8.5,10.0,15.0,4.9492,1286.0,No,No,Summer
2643,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2644,10.0,10.0,0.0,4.8889,40.0,Yes,No,Summer
2645,117.16,117.16,0.0,5.0,513.0,Yes,No,Summer
2646,5.5,5.5,0.0,4.9661,1154.0,No,No,Summer
2647,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2648,22.0,22.0,0.0,4.975,169.0,Yes,No,Summer
2649,8.65,8.65,0.0,,,No,No,Summer
2650,3.0,3.0,0.0,4.8636,157.0,Yes,No,Summer
2651,9.0,9.0,0.0,,,No,No,Summer
2652,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2653,7.0,7.0,0.0,,,No,No,Summer
2654,8.63,8.63,0.0,4.9219,265.0,No,No,Summer
2655,6.0,6.0,0.0,4.9355,106.0,No,No,Summer
2656,35.0,35.0,0.0,5.0,17.0,No,No,Summer
2657,25.0,25.0,0.0,4.9862,1794.0,Yes,No,Summer
2658,9.52,9.52,0.0,,,No,No,Summer
2659,14.99,14.99,0.0,5.0,190.0,No,No,Summer
2660,12.0,12.0,0.0,4.9504,1620.0,Yes,No,Summer
2661,15.07,15.07,0.0,4.9714,165.0,No,No,Summer
2662,12.99,12.99,0.0,4.9091,1154.0,Yes,No,Summer
2663,4.0,4.0,0.0,5.0,1.0,Yes,No,Summer
2664,6.99,9.99,30.0,4.8706,378.0,No,No,Summer
2665,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2666,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2667,28.1,28.1,0.0,5.0,1096.0,Yes,No,Summer
2668,2.8,4.0,30.0,,,No,No,Summer
2669,2.1,3.0,30.0,,,No,No,Summer
2670,3.0,4.0,25.0,4.7333,15.0,No,No,Summer
2671,23.04,23.04,0.0,4.9675,757.0,No,No,Summer
2672,11.16,15.95,30.0,4.9178,583.0,No,No,Summer
2673,11.16,15.95,30.0,4.9178,583.0,No,No,Summer
2674,10.32,10.32,0.0,,,No,No,Summer
2675,31.5,35.0,10.0,4.891,1776.0,Yes,No,Summer
2676,21.62,21.62,0.0,5.0,170.0,No,No,Summer
2677,8.73,8.73,0.0,4.8905,1254.0,No,No,Summer
2678,7.96,9.95,20.0,4.9574,195.0,No,No,Summer
2679,14.99,14.99,0.0,4.8887,3024.0,No,No,Summer
2680,30.0,30.0,0.0,4.9714,425.0,Yes,No,Summer
2681,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2682,14.41,14.41,0.0,4.9608,102.0,Yes,No,Summer
2683,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2684,5.0,5.0,0.0,4.8519,480.0,Yes,No,Summer
2685,126.0,126.0,0.0,5.0,341.0,Yes,No,Summer
2686,15.0,15.0,0.0,5.0,507.0,Yes,No,Summer
2687,6.99,9.99,30.0,4.8706,378.0,No,No,Summer
2688,12.95,12.95,0.0,5.0,17.0,No,No,Summer
2689,2.1,3.0,30.0,,,No,No,Summer
2690,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2691,25.0,25.0,0.0,4.9714,425.0,Yes,No,Summer
2692,12.99,12.99,0.0,4.9027,11011.0,No,No,Summer
2693,4.4,8.8,50.0,4.8783,5772.0,No,No,Summer
2694,0.96,0.96,0.0,4.9355,106.0,No,No,Summer
2695,8.4,12.0,30.0,,,No,No,Summer
2696,5.95,7.0,15.0,4.9107,83.0,No,No,Summer
2697,4.0,4.0,0.0,5.0,2.0,No,No,Summer
2698,4.4,8.8,50.0,4.8783,5772.0,No,No,Summer
2699,5.95,7.0,15.0,4.9107,83.0,No,No,Summer
2700,18.65,23.31,20.0,4.9091,396.0,No,No,Summer
2701,1.84,1.84,0.0,,,No,No,Summer
2702,18.65,23.31,20.0,4.9091,396.0,No,No,Summer
2703,2.75,2.75,0.0,4.96,42.0,No,No,Summer
2704,8.99,8.99,0.0,5.0,1.0,Yes,No,Summer
2705,19.8,19.8,0.0,5.0,117.0,Yes,No,Summer
2706,15.0,15.0,0.0,5.0,3397.0,Yes,No,Summer
2707,0.8,0.8,0.0,4.8839,747.0,No,No,Summer
2708,12.95,12.95,0.0,5.0,17.0,No,No,Summer
2709,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2710,15.0,15.0,0.0,4.9755,1920.0,Yes,No,Summer
2711,20.0,20.0,0.0,4.9351,1968.0,Yes,No,Summer
2712,20.0,20.0,0.0,,,Yes,No,Summer
2713,42.95,42.95,0.0,5.0,51.0,Yes,No,Summer
2714,13.67,13.67,0.0,4.9902,489.0,No,No,Summer
2715,19.29,21.43,10.0,5.0,57.0,Yes,No,Summer
2716,9.6,9.6,0.0,4.9510000000000005,1306.0,No,No,Summer
2717,12.0,12.0,0.0,4.8333,212.0,No,No,Summer
2718,13.67,13.67,0.0,4.9902,489.0,No,No,Summer
2719,15.87,15.87,0.0,4.8905,1254.0,No,No,Summer
2720,8.73,8.73,0.0,4.8905,1254.0,No,No,Summer
2721,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2722,10.0,10.0,0.0,5.0,1060.0,Yes,No,Summer
2723,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2724,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2725,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2726,7.0,7.0,0.0,4.913,54.0,Yes,No,Summer
2727,2.8,4.0,30.0,,,No,No,Summer
2728,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2729,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2730,7.5,10.0,25.0,4.8614,1032.0,No,No,Summer
2731,21.12,26.4,20.0,4.9788,4345.0,Yes,No,Summer
2732,34.05,34.05,0.0,5.0,3.0,No,No,Summer
2733,21.59,21.59,0.0,5.0,3.0,No,No,Summer
2734,12.0,12.0,0.0,4.9333,37.0,Yes,No,Summer
2735,6.65,6.65,0.0,5.0,9.0,No,No,Summer
2736,5.52,6.13,10.0,4.8844,505.0,No,No,Summer
2737,4.29,4.29,0.0,5.0,4.0,No,No,Summer
2738,15.0,15.0,0.0,4.9755,1920.0,Yes,No,Summer
2739,4.0,4.0,0.0,5.0,1.0,Yes,No,Summer
2740,15.0,15.0,0.0,4.971,512.0,Yes,No,Summer
2741,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2742,12.97,12.97,0.0,5.0,1.0,No,No,Summer
2743,45.99,45.99,0.0,4.9293,3633.0,No,No,Summer
2744,25.99,25.99,0.0,4.9293,3633.0,No,No,Summer
2745,65.0,65.0,0.0,4.9895,2254.0,No,No,Summer
2746,1.43,1.43,0.0,4.8605,2064.0,No,No,Summer
2747,10.0,10.0,0.0,4.9925,1047.0,No,No,Summer
2748,12.22,17.46,30.0,5.0,11.0,No,No,Summer
2749,8.65,8.65,0.0,4.9219,265.0,No,No,Summer
2750,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2751,0.77,1.1,30.0,4.9787,1136.0,No,No,Summer
2752,0.5,0.5,0.0,4.96,42.0,No,No,Summer
2753,9.99,9.99,0.0,4.9293,3633.0,No,No,Summer
2754,5.0,5.0,0.0,4.6364,76.0,Yes,No,Summer
2755,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2756,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2757,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2758,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2759,18.25,18.25,0.0,4.9714,165.0,No,No,Summer
2760,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2761,5.95,5.95,0.0,4.8905,1254.0,No,No,Summer
2762,3.5,3.5,0.0,5.0,17.0,No,No,Summer
2763,34.05,34.05,0.0,5.0,3.0,No,No,Summer
2764,42.95,42.95,0.0,5.0,51.0,Yes,No,Summer
2765,50.0,50.0,0.0,4.9429,453.0,Yes,No,Summer
2766,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2767,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
2768,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
2769,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
2770,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
2771,9.8,14.0,30.0,,,No,No,Summer
2772,5.04,5.04,0.0,4.9302,345.0,No,No,Summer
2773,11.9,11.9,0.0,4.9714,165.0,No,No,Summer
2774,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2775,8.0,8.0,0.0,5.0,210.0,Yes,No,Summer
2776,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2777,8.63,8.63,0.0,4.9219,265.0,No,No,Summer
2778,12.97,12.97,0.0,5.0,1.0,No,No,Summer
2779,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2780,1.44,1.44,0.0,4.8854,1401.0,Yes,No,Summer
2781,8.49,9.99,15.0,4.9492,1286.0,No,No,Summer
2782,110.29,110.29,0.0,4.7576,125.0,No,No,Summer
2783,11.95,14.94,20.0,5.0,815.0,Yes,No,Summer
2784,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2785,14.0,20.0,30.0,,,No,No,Summer
2786,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2787,12.96,12.96,0.0,5.0,1.0,No,No,Summer
2788,4.0,4.0,0.0,4.0,186.0,Yes,No,Summer
2789,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2790,61.11,61.11,0.0,4.988,1059.0,Yes,No,Summer
2791,61.11,61.11,0.0,4.988,1059.0,Yes,No,Summer
2792,19.99,19.99,0.0,5.0,4.0,No,No,Summer
2793,8.99,8.99,0.0,5.0,4.0,No,No,Summer
2794,8.99,8.99,0.0,5.0,4.0,No,No,Summer
2795,7.99,7.99,0.0,5.0,4.0,No,No,Summer
2796,15.0,15.0,0.0,4.6429,163.0,Yes,No,Summer
2797,10.5,10.5,0.0,4.9726,85.0,No,No,Summer
2798,15.0,15.0,0.0,5.0,203.0,Yes,No,Summer
2799,25.99,25.99,0.0,4.9293,3633.0,No,No,Summer
2800,12.0,12.0,0.0,5.0,185.0,No,No,Summer
2801,5.0,5.0,0.0,5.0,4.0,No,No,Summer
2802,21.59,21.59,0.0,5.0,3.0,No,No,Summer
2803,23.0,23.0,0.0,4.9755,1920.0,Yes,No,Summer
2804,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2805,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2806,12.0,12.0,0.0,4.8857,172.0,Yes,No,Summer
2807,1.59,1.59,0.0,5.0,17.0,No,No,Summer
2808,1.59,1.59,0.0,5.0,17.0,No,No,Summer
2809,5.52,5.52,0.0,5.0,17.0,No,No,Summer
2810,15.0,15.0,0.0,5.0,34.0,Yes,No,Summer
2811,1572.0,1572.0,0.0,4.9444,22.0,Yes,No,Summer
2812,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
2813,6.99,9.99,30.0,4.8706,378.0,No,No,Summer
2814,6.11,7.19,15.0,4.9438,8040.0,No,No,Summer
2815,26.5,33.12,20.0,4.9526,1141.0,No,No,Summer
2816,8.27,8.27,0.0,4.9333,121.0,Yes,No,Summer
2817,9.5,9.5,0.0,4.9855,1024.0,No,No,Summer
2818,10.0,10.0,0.0,5.0,48.0,No,No,Summer
2819,6.9,6.9,0.0,4.8085,135.0,Yes,No,Summer
2820,30.62,36.03,15.0,4.9438,8040.0,No,No,Summer
2821,10.0,10.0,0.0,4.8913,470.0,No,No,Summer
2822,7.21,7.21,0.0,4.9722,99.0,No,No,Summer
2823,2.0,2.0,0.0,5.0,1.0,Yes,No,Summer
2824,12.7,12.7,0.0,5.0,30.0,No,No,Summer
2825,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
2826,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2827,20.0,20.0,0.0,,,Yes,No,Summer
2828,15.0,15.0,0.0,4.9862,1794.0,Yes,No,Summer
2829,59.0,59.0,0.0,4.9755,1920.0,Yes,No,Summer
2830,14.0,14.0,0.0,4.6364,16.0,No,No,Summer
2831,8.0,8.0,0.0,5.0,3397.0,Yes,No,Summer
2832,7.0,7.0,0.0,4.9417,2281.0,No,No,Summer
2833,21.69,25.52,15.0,4.9577,401.0,Yes,No,Summer
2834,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2835,9.52,9.52,0.0,,,No,No,Summer
2836,4.8,6.0,20.0,4.9333,3579.0,No,No,Summer
2837,13.28,13.28,0.0,5.0,3.0,No,No,Summer
2838,19.56,26.08,25.0,4.7333,15.0,No,No,Summer
2839,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2840,8.73,8.73,0.0,4.8905,1254.0,No,No,Summer
2841,30.0,30.0,0.0,5.0,48.0,No,No,Summer
2842,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2843,6.4,8.0,20.0,5.0,54.0,No,No,Summer
2844,1.3,1.3,0.0,4.8707,708.0,No,No,Summer
2845,6.65,6.65,0.0,5.0,9.0,No,No,Summer
2846,19.29,21.43,10.0,5.0,57.0,Yes,No,Summer
2847,12.95,12.95,0.0,5.0,17.0,No,No,Summer
2848,6.65,6.65,0.0,5.0,9.0,No,No,Summer
2849,12.95,12.95,0.0,5.0,17.0,No,No,Summer
2850,12.95,12.95,0.0,5.0,17.0,No,No,Summer
2851,7.99,7.99,0.0,5.0,4.0,No,No,Summer
2852,10.99,10.99,0.0,5.0,4.0,No,No,Summer
2853,12.99,12.99,0.0,5.0,4.0,No,No,Summer
2854,8.73,8.73,0.0,4.8905,1254.0,No,No,Summer
2855,12.99,12.99,0.0,5.0,4.0,No,No,Summer
2856,100.0,100.0,0.0,5.0,48.0,Yes,No,Summer
2857,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2858,2.0,2.0,0.0,4.958,13588.0,Yes,No,Summer
2859,19.99,19.99,0.0,,,Yes,No,Summer
2860,14.99,14.99,0.0,,,Yes,No,Summer
2861,5.99,5.99,0.0,,,Yes,No,Summer
2862,2.0,2.0,0.0,4.958,13588.0,Yes,No,Summer
2863,12.51,14.72,15.0,4.9148,644.0,Yes,No,Summer
2864,19.5,19.5,0.0,5.0,438.0,Yes,No,Summer
2865,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2866,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2867,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2868,10.81,10.81,0.0,4.9615,383.0,No,No,Summer
2869,12.0,12.0,0.0,4.9111,114.0,Yes,No,Summer
2870,3.96,3.96,0.0,4.9034,216.0,No,No,Summer
2871,5.0,5.0,0.0,,,No,No,Summer
2872,1.59,1.59,0.0,5.0,17.0,No,No,Summer
2873,8.34,10.43,20.0,4.8219,200.0,No,No,Summer
2874,12.95,12.95,0.0,5.0,17.0,No,No,Summer
2875,12.95,12.95,0.0,5.0,17.0,No,No,Summer
2876,10.99,10.99,0.0,5.0,4.0,No,No,Summer
2877,6.65,6.65,0.0,5.0,9.0,No,No,Summer
2878,5.99,5.99,0.0,5.0,4.0,No,No,Summer
2879,7.99,7.99,0.0,5.0,4.0,No,No,Summer
2880,9.99,9.99,0.0,5.0,4.0,No,No,Summer
2881,15.0,15.0,0.0,4.9561,211.0,No,No,Summer
2882,7.99,7.99,0.0,5.0,4.0,No,No,Summer
2883,30.0,30.0,0.0,4.9561,211.0,Yes,No,Summer
2884,73.5,73.5,0.0,4.9561,211.0,Yes,No,Summer
2885,73.5,73.5,0.0,4.9561,211.0,Yes,No,Summer
2886,6.0,6.0,0.0,5.0,5.0,No,No,Summer
2887,61.11,61.11,0.0,4.988,1059.0,Yes,No,Summer
2888,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2889,7.21,7.21,0.0,4.9722,99.0,No,No,Summer
2890,6.99,9.99,30.0,4.8706,378.0,No,No,Summer
2891,59.0,59.0,0.0,4.9755,1920.0,Yes,No,Summer
2892,6.95,6.95,0.0,4.7586,1766.0,Yes,No,Summer
2893,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2894,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
2895,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2896,10.2,17.0,40.0,4.9577,7189.0,No,No,Summer
2897,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2898,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2899,6.11,7.19,15.0,4.9438,8040.0,No,No,Summer
2900,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2901,5.0,5.0,0.0,5.0,303.0,Yes,No,Summer
2902,1.0,1.0,0.0,4.9228,8820.0,Yes,No,Summer
2903,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2904,25.99,25.99,0.0,4.9293,3633.0,No,No,Summer
2905,6.5,6.5,0.0,4.8085,135.0,Yes,No,Summer
2906,5.0,5.0,0.0,3.0,26.0,Yes,No,Summer
2907,150.0,150.0,0.0,,,No,No,Summer
2908,9.79,13.99,30.0,4.9444,2012.0,No,No,Summer
2909,2.8,4.0,30.0,,,No,No,Summer
2910,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2911,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2912,7.96,9.95,20.0,4.9574,195.0,No,No,Summer
2913,7.96,9.95,20.0,4.9574,195.0,No,No,Summer
2914,25.99,25.99,0.0,4.9293,3633.0,No,No,Summer
2915,5.4,5.4,0.0,4.9333,121.0,Yes,No,Summer
2916,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2917,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2918,11.69,12.99,10.0,4.9099,2308.0,Yes,No,Summer
2919,6.99,9.99,30.0,4.8706,378.0,No,No,Summer
2920,6.11,7.19,15.0,4.9438,8040.0,No,No,Summer
2921,10.0,10.0,0.0,,,No,No,Summer
2922,12.0,12.0,0.0,,,No,No,Summer
2923,10.0,10.0,0.0,,,No,No,Summer
2924,9.0,9.0,0.0,,,No,No,Summer
2925,10.0,10.0,0.0,,,No,No,Summer
2926,7.0,7.0,0.0,,,No,No,Summer
2927,10.0,10.0,0.0,,,No,No,Summer
2928,12.24,15.3,20.0,4.8077,696.0,Yes,No,Summer
2929,9.0,9.0,0.0,,,No,No,Summer
2930,21.75,29.0,25.0,5.0,143.0,No,No,Summer
2931,4.4,8.8,50.0,4.8783,5772.0,No,No,Summer
2932,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2933,14.99,14.99,0.0,5.0,190.0,No,No,Summer
2934,11.41,11.41,0.0,4.8913,593.0,No,No,Summer
2935,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2936,4.29,4.29,0.0,,,Yes,No,Summer
2937,4.42,4.42,0.0,,,Yes,No,Summer
2938,12.97,12.97,0.0,5.0,1.0,No,No,Summer
2939,5.0,5.0,0.0,4.8863,10183.0,Yes,No,Summer
2940,12.0,12.0,0.0,4.8333,212.0,No,No,Summer
2941,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2942,12.97,12.97,0.0,5.0,1.0,No,No,Summer
2943,4.5,6.0,25.0,4.7333,15.0,No,No,Summer
2944,6.65,6.65,0.0,5.0,9.0,No,No,Summer
2945,10.0,10.0,0.0,,,No,No,Summer
2946,5.95,7.0,15.0,4.9107,83.0,No,No,Summer
2947,5.95,7.0,15.0,4.9107,83.0,No,No,Summer
2948,8.73,8.73,0.0,4.8905,1254.0,No,No,Summer
2949,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2950,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2951,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2952,103.84,103.84,0.0,4.9441,514.0,Yes,No,Summer
2953,103.84,103.84,0.0,4.9441,514.0,Yes,No,Summer
2954,14.0,20.0,30.0,,,No,No,Summer
2955,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2956,12.98,16.22,20.0,5.0,815.0,Yes,No,Summer
2957,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2958,19.5,19.5,0.0,5.0,438.0,Yes,No,Summer
2959,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2960,59.0,59.0,0.0,4.9755,1920.0,Yes,No,Summer
2961,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2962,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2963,13.99,19.99,30.0,4.8706,378.0,No,No,Summer
2964,33.32,33.32,0.0,5.0,36.0,No,No,Summer
2965,4.61,5.76,20.0,4.9756,45.0,No,No,Summer
2966,15.87,15.87,0.0,4.8905,1254.0,No,No,Summer
2967,61.11,61.11,0.0,4.988,1059.0,Yes,No,Summer
2968,10.0,10.0,0.0,4.9806,5811.0,No,No,Summer
2969,10.0,10.0,0.0,4.9806,5811.0,No,No,Summer
2970,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
2971,293.75,293.75,0.0,4.9895,2254.0,No,No,Summer
2972,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
2973,9.0,9.0,0.0,4.7045,128.0,No,No,Summer
2974,9.99,9.99,0.0,4.9565,905.0,No,No,Summer
2975,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2976,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
2977,3.17,3.17,0.0,4.9675,757.0,No,No,Summer
2978,18.69,21.99,15.0,4.9216,357.0,No,No,Summer
2979,6.49,12.99,50.0,4.9156,259.0,No,No,Summer
2980,2.16,2.16,0.0,5.0,8.0,No,No,Summer
2981,3.5,3.5,0.0,4.9651,143.0,No,No,Summer
2982,2.8,4.0,30.0,,,No,No,Summer
2983,6.79,9.05,25.0,4.7333,15.0,No,No,Summer
2984,4.2,6.0,30.0,,,No,No,Summer
2985,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2986,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2987,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
2988,25.0,25.0,0.0,5.0,5.0,No,No,Summer
2989,25.0,25.0,0.0,5.0,5.0,No,No,Summer
2990,25.0,25.0,0.0,5.0,5.0,No,No,Summer
2991,15.0,15.0,0.0,4.9755,1920.0,Yes,No,Summer
2992,8.73,8.73,0.0,4.8905,1254.0,No,No,Summer
2993,4.89,6.99,30.0,4.921,1334.0,No,No,Summer
2994,8.4,12.0,30.0,,,No,No,Summer
2995,5.0,5.0,0.0,5.0,15.0,Yes,No,Summer
2996,12.46,12.46,0.0,4.9167,210.0,Yes,No,Summer
2997,6.99,9.99,30.0,4.8706,378.0,No,No,Summer
2998,13.28,13.28,0.0,5.0,3.0,No,No,Summer
2999,13.71,13.71,0.0,,,No,No,Summer
3000,1.44,1.44,0.0,5.0,11.0,No,No,Summer
